"actor","repository_language","pushes"
"varnie","Perl","72"
"Arkeopix","Perl","55"
"szabgab","Perl","1429"
"neilbowers","Perl","213"
"mornfall","Perl","32"
"emilbarton","Perl","92"
"bszcz","Perl","18"
"notalex","Perl","124"
"lzh9102","Perl","15"
"timjenkseegeo","Perl","12"
"mennohellinga","Perl","10"
"KostyaSha","Perl","24"
"danmaclean","Perl","12"
"thiagorondon","Perl","208"
"jsober","Perl","100"
"alexrj","Perl","837"
"sagotsky","Perl","91"
"dracos","Perl","432"
"lunafromthemoon","Perl","17"
"MariellePetitDoche","Perl","31"
"davidsonmarshall","Perl","22"
"jacalvo","Perl","1535"
"pokoot","Perl","19"
"sergevs","Perl","21"
"yseto","Perl","45"
"SylvainJuge","Perl","48"
"andrewjpage","Perl","645"
"MOAR","Perl","18"
"mlschroe","Perl","18"
"gregkh","Perl","43"
"MadsAlbertsen","Perl","98"
"phochste","Perl","121"
"stdweird","Perl","52"
"goneri","Perl","329"
"dccmx","Perl","33"
"fujiwara","Perl","59"
"cww","Perl","26"
"zag","Perl","18"
"sharyanto","Perl","3686"
"salva","Perl","233"
"ianmcorvidae","Perl","323"
"bessarabov","Perl","171"
"yuji","Perl","115"
"ivanwills","Perl","447"
"sunshine0137","Perl","138"
"fredericd","Perl","42"
"midenok","Perl","23"
"haryzhou","Perl","541"
"jfinkhaeuser","Perl","19"
"wki","Perl","337"
"itbayer","Perl","206"
"acli","Perl","40"
"h15","Perl","78"
"copycat-killer","Perl","34"
"yuki-kimoto","Perl","666"
"anselmh","Perl","55"
"yaoweibin","Perl","47"
"snaewe","Perl","18"
"xtetsuji","Perl","127"
"tefaa89","Perl","18"
"skx","Perl","754"
"chris-x86-64","Perl","16"
"loopspace","Perl","11"
"leto","Perl","156"
"ljunkie","Perl","56"
"hannorein","Perl","192"
"dc2turbo00","Perl","39"
"grantm","Perl","16"
"harisekhon","Perl","595"
"aubreyja","Perl","135"
"ian-kent","Perl","229"
"pabposta","Perl","271"
"colin-scott","Perl","29"
"magnolia-k","Perl","166"
"stevan","Perl","278"
"xeoron","Perl","129"
"plicease","Perl","1664"
"sartak","Perl","918"
"perlpunk","Perl","53"
"emark","Perl","192"
"FreekKalter","Perl","64"
"yagince","Perl","49"
"moritz","Perl","669"
"guido4000","Perl","10"
"darksmo","Perl","25"
"wimpunk","Perl","18"
"mgage","Perl","333"
"takuya542","Perl","43"
"Julian","Perl","184"
"kenahoo","Perl","61"
"robkinyon","Perl","63"
"rjw1","Perl","65"
"MagnusEnger","Perl","265"
"shubhamsomani","Perl","27"
"prantlf","Perl","16"
"tobyink","Perl","1040"
"ancagrosan","Perl","55"
"fy2","Perl","103"
"mindreframer","Perl","65"
"zellux","Perl","31"
"dsteinbrunner","Perl","1075"
"soarpenguin","Perl","137"
"antipasta","Perl","145"
"JamesMichael","Perl","183"
"gnustavo","Perl","147"
"bsima","Perl","76"
"jolth","Perl","13"
"CrashenX","Perl","425"
"youtsumi","Perl","19"
"janrito","Perl","64"
"firelyu","Perl","13"
"tonijung","Perl","70"
"djl","Perl","84"
"cheetah0216","Perl","73"
"TheFox","Perl","115"
"Liutos","Perl","10"
"dfujiwara","Perl","16"
"bangsplat","Perl","82"
"guillaumeaubert","Perl","337"
"kamholz","Perl","117"
"nriley","Perl","36"
"Richard-W","Perl","12"
"chicks-net","Perl","126"
"albel727","Perl","35"
"pstumpf","Perl","73"
"klarski","Perl","16"
"jwj61","Perl","349"
"pmrowla","Perl","33"
"hash-bang","Perl","31"
"mingxiao","Perl","122"
"knu","Perl","181"
"coke","Perl","153"
"kojad","Perl","21"
"openemr","Perl","126"
"bclay","Perl","37"
"sng2c","Perl","130"
"haneda3","Perl","21"
"dfarnham","Perl","45"
"KohaAloha","Perl","1065"
"ctreptow","Perl","55"
"karenetheridge","Perl","973"
"cshen","Perl","43"
"mrallen1","Perl","97"
"rarylson","Perl","26"
"perfectworks","Perl","26"
"PaprikaZ","Perl","21"
"jeffreykegler","Perl","1489"
"chunyunchen","Perl","86"
"seankelly","Perl","54"
"JGibson4","Perl","40"
"jsime","Perl","396"
"FreeDaGeek","Perl","49"
"rickscott","Perl","46"
"shlevy","Perl","173"
"bmatsuo","Perl","19"
"kimrutherford","Perl","656"
"lukkm","Perl","14"
"naturalist","Perl","126"
"syohex","Perl","97"
"cooper","Perl","834"
"rmgk","Perl","103"
"icydee","Perl","217"
"redzebra","Perl","114"
"ironcamel","Perl","95"
"michamimosa","Perl","10"
"brackendawson","Perl","58"
"mmitch","Perl","83"
"DDB-","Perl","18"
"sixstone-qq","Perl","93"
"djun-kim","Perl","51"
"Getty","Perl","771"
"plcgi1","Perl","14"
"tassmjau","Perl","43"
"revolet","Perl","47"
"vovkasm","Perl","36"
"chaosminion","Perl","19"
"aaronbudge","Perl","47"
"ivacuum","Perl","31"
"Sheridan","Perl","27"
"Drake81","Perl","59"
"darviarush","Perl","66"
"autre","Perl","30"
"CAPSLOCK2000","Perl","50"
"madsen","Perl","344"
"dbruggisser","Perl","20"
"Sweet-kid","Perl","187"
"gplessis","Perl","12"
"Pholey","Perl","23"
"hixi-hyi","Perl","66"
"whytheplatypus","Perl","57"
"Spyhawk","Perl","234"
"shlomif","Perl","545"
"mephinet","Perl","12"
"krimdomu","Perl","995"
"ligurio","Perl","36"
"duritong","Perl","47"
"kristoferjoseph","Perl","19"
"zakk4223","Perl","15"
"holomorph","Perl","259"
"MichaelRevell","Perl","18"
"kruser","Perl","52"
"foollbar","Perl","25"
"acoomes","Perl","22"
"KommuSoft","Perl","124"
"brotatos","Perl","283"
"hayajo","Perl","163"
"jsbronder","Perl","15"
"Akron","Perl","496"
"amirmc","Perl","67"
"unphased","Perl","40"
"msimerson","Perl","391"
"elliotchance","Perl","182"
"junovitch","Perl","34"
"lonefreak","Perl","31"
"epitron","Perl","174"
"delonnewman","Perl","19"
"nodiscc","Perl","48"
"DavidePrincipi","Perl","203"
"HikariKnight","Perl","526"
"charsbar","Perl","387"
"crguezl","Perl","185"
"dgl","Perl","56"
"keithj","Perl","214"
"iainrb","Perl","130"
"Ky6uk","Perl","11"
"NightlyDev","Perl","30"
"jreisinger","Perl","906"
"rjuju","Perl","21"
"robn","Perl","56"
"book","Perl","243"
"krajcovic","Perl","24"
"marmolak","Perl","49"
"sb10","Perl","443"
"schwern","Perl","152"
"dromer","Perl","12"
"mikoto20000","Perl","108"
"gaurav","Perl","160"
"houqp","Perl","32"
"klenin","Perl","28"
"andresme","Perl","25"
"VKEDCO","Perl","48"
"nmarley","Perl","23"
"ethanf22","Perl","43"
"julionc","Perl","24"
"arrdem","Perl","42"
"duantihua","Perl","21"
"rchadwic","Perl","277"
"miyagawa","Perl","1095"
"dritchie","Perl","230"
"ringerc","Perl","32"
"DeeNewcum","Perl","75"
"TimToady","Perl","131"
"nealgriffin","Perl","12"
"wnereiz","Perl","18"
"johndgiese","Perl","18"
"benohara","Perl","269"
"peinguin","Perl","23"
"scottchiefbaker","Perl","25"
"garfieldnate","Perl","97"
"tmcinerney","Perl","50"
"rcls","Perl","17"
"roylanceMichael","Perl","73"
"kentfredric","Perl","1308"
"crushton","Perl","11"
"bensinober","Perl","12"
"glensc","Perl","115"
"julienledem","Perl","29"
"miccrun","Perl","11"
"twischer","Perl","10"
"profplump","Perl","413"
"mamod","Perl","99"
"etep","Perl","17"
"mzhilyaev","Perl","12"
"leedo","Perl","328"
"sebthebert","Perl","11"
"caldwell","Perl","21"
"toOliya","Perl","43"
"jcarrelli","Perl","17"
"lausser","Perl","175"
"ericvaandering","Perl","157"
"stefansbv","Perl","276"
"slotzero","Perl","41"
"jrandall","Perl","57"
"likevin2010","Perl","22"
"SharkHunter","Perl","29"
"nawawi","Perl","27"
"ryanmark","Perl","13"
"AzizLight","Perl","17"
"bestpractical-mirror","Perl","714"
"natano","Perl","11"
"ikruglov","Perl","30"
"prsquee","Perl","16"
"marcusk","Perl","51"
"anabelle","Perl","20"
"bradcater","Perl","31"
"mattvchandler","Perl","76"
"claudio-walser","Perl","15"
"adrian20038","Perl","47"
"piojo","Perl","657"
"Kra1o5","Perl","50"
"justinethier","Perl","33"
"nongli","Perl","22"
"rurban","Perl","696"
"brtdv","Perl","12"
"ranl","Perl","12"
"dotdoom","Perl","38"
"aggibb","Perl","185"
"gjtorikian","Perl","17"
"qiushui","Perl","178"
"Napsty","Perl","40"
"yusukebe","Perl","125"
"rbvermaa","Perl","19"
"PatrickGW","Perl","15"
"simonowendesign","Perl","52"
"ozagordi","Perl","12"
"NZem","Perl","70"
"miuirussia","Perl","406"
"arudyk","Perl","22"
"tonytamsf","Perl","23"
"pjf","Perl","242"
"balupton","Perl","99"
"Puriney","Perl","15"
"Bhat-Gurunandan","Perl","51"
"createch","Perl","15"
"shoheik","Perl","20"
"abeltje","Perl","78"
"silenc3r","Perl","30"
"mxey","Perl","119"
"yason","Perl","54"
"msenger","Perl","29"
"kazeburo","Perl","483"
"dwarring","Perl","673"
"a500-app","Perl","306"
"iamcal","Perl","16"
"oblique","Perl","39"
"schmonz","Perl","92"
"TaoXiaoSeng","Perl","15"
"airfluip1","Perl","14"
"yanick","Perl","366"
"digitaldesigndj","Perl","84"
"dginev","Perl","486"
"spencertipping","Perl","77"
"nicolasfranck","Perl","252"
"takuji31","Perl","28"
"KillerDesigner","Perl","14"
"meichenberger","Perl","59"
"7korobi","Perl","50"
"ytnobody","Perl","694"
"KenTiN","Perl","13"
"wbzyl","Perl","30"
"Tbstr","Perl","14"
"Klortho","Perl","171"
"kkjp","Perl","19"
"jamesrcounts","Perl","74"
"creaktive","Perl","321"
"h01ger","Perl","45"
"mustangore","Perl","17"
"jon-martin","Perl","33"
"fujimisakari","Perl","14"
"jdost","Perl","17"
"autarch","Perl","422"
"wolneykien","Perl","12"
"sulami","Perl","84"
"crorvick","Perl","62"
"EricEve","Perl","114"
"moznion","Perl","399"
"liske","Perl","122"
"ikusalic","Perl","20"
"grayed","Perl","132"
"SvenAn","Perl","15"
"bdraco","Perl","112"
"mtx69","Perl","100"
"lucastheisen","Perl","34"
"macbre","Perl","12"
"marcusramberg","Perl","26"
"sanko","Perl","26"
"dmpeters","Perl","11"
"greenlaw110","Perl","83"
"syasrebi","Perl","45"
"nmeum","Perl","320"
"orzrd","Perl","11"
"t12968yy","Perl","19"
"himorin","Perl","61"
"zeekay","Perl","44"
"hoytech","Perl","186"
"hyphaltip","Perl","68"
"qz267","Perl","10"
"mokko","Perl","110"
"shantanubhadoria","Perl","144"
"nospampleasemam","Perl","391"
"hadwinzhy","Perl","20"
"brycied00d","Perl","12"
"lestrrat","Perl","652"
"huubby","Perl","24"
"gyagp","Perl","99"
"hugozhu","Perl","281"
"maxmind-gh","Perl","412"
"dparrysmith","Perl","169"
"JJ","Perl","221"
"nicolasbock","Perl","36"
"uptownnickbrown","Perl","72"
"reutenauer","Perl","30"
"euricovidal","Perl","17"
"ipa-nhg","Perl","39"
"flsf","Perl","15"
"tracyone","Perl","105"
"finnhakansson","Perl","73"
"ocharles","Perl","444"
"nmenda","Perl","46"
"markmontymark","Perl","95"
"edjames","Perl","11"
"cyrille-leclerc","Perl","27"
"doherty","Perl","102"
"andysokolov","Perl","60"
"moiatgit","Perl","82"
"tbenk","Perl","130"
"scottmurray","Perl","63"
"dagfinnr","Perl","46"
"paoloditommaso","Perl","79"
"DavidLemayian","Perl","28"
"emergy","Perl","38"
"ilmari","Perl","70"
"mateu","Perl","138"
"hieuhoang","Perl","126"
"smuzaffar","Perl","18"
"peczenyj","Perl","135"
"thrig","Perl","299"
"mickmuzac","Perl","152"
"Songmu","Perl","564"
"c-cube","Perl","122"
"lslezak","Perl","356"
"nishesj","Perl","225"
"logitech-replication","Perl","221"
"agilecoders","Perl","24"
"rehsack","Perl","213"
"renatoaware","Perl","81"
"knowledgejunkie","Perl","66"
"poshboytl","Perl","71"
"jackliu2013","Perl","171"
"mmazur","Perl","245"
"haarg","Perl","201"
"hudsonzuo","Perl","22"
"Arau","Perl","14"
"petems","Perl","43"
"ProzacR","Perl","154"
"jonhenrik13","Perl","37"
"kobliha","Perl","122"
"Ypnose","Perl","20"
"jan0sch","Perl","24"
"msrb","Perl","37"
"vfonov","Perl","106"
"OlivierB","Perl","10"
"richard28530","Perl","21"
"mptrsen","Perl","140"
"teharrison","Perl","502"
"terrencehan","Perl","128"
"zekzekus","Perl","276"
"frioux","Perl","293"
"cadusk","Perl","29"
"XayOn","Perl","22"
"brianphillips","Perl","13"
"piatra","Perl","41"
"johnomics","Perl","80"
"LifeWorks","Perl","313"
"mjemmeson","Perl","94"
"plk","Perl","279"
"bthemad","Perl","31"
"oshai","Perl","102"
"aplanas","Perl","65"
"darold","Perl","273"
"fangyuan","Perl","33"
"fcharlier","Perl","53"
"chansen","Perl","58"
"Alexpux","Perl","493"
"edolstra","Perl","157"
"arisawa","Perl","24"
"skainz","Perl","13"
"dk","Perl","38"
"fglock","Perl","304"
"mlang","Perl","22"
"dhoogfr","Perl","12"
"paigeadele","Perl","14"
"hitode909","Perl","25"
"apenney","Perl","62"
"pypt","Perl","439"
"hsolomon","Perl","26"
"Wu-Wu","Perl","251"
"nferraz","Perl","107"
"wolfsage","Perl","125"
"dotandimet","Perl","58"
"ingydotnet","Perl","178"
"strelga","Perl","35"
"mlsimpson","Perl","209"
"kra3","Perl","94"
"quietust","Perl","91"
"controlz","Perl","13"
"slspeek","Perl","18"
"scotdalton","Perl","433"
"ap","Perl","42"
"sestaton","Perl","91"
"henrikbrixandersen","Perl","30"
"susanstringer760","Perl","12"
"CaptTofu","Perl","41"
"dreeves","Perl","58"
"fletcher","Perl","121"
"jettero","Perl","123"
"biocoder","Perl","202"
"jomagam","Perl","10"
"ajacksified","Perl","55"
"dlarochelle","Perl","127"
"mgreter","Perl","252"
"MariaFicca","Perl","15"
"thaljef","Perl","591"
"sdougbrown","Perl","215"
"johnantoni","Perl","456"
"sbpcs","Perl","34"
"tcatm","Perl","12"
"xbrukner","Perl","45"
"kei500","Perl","12"
"at-nhjkwwup","Perl","10"
"woddfellow2","Perl","42"
"zmotu","Perl","59"
"sekia","Perl","29"
"AKdozum","Perl","23"
"Kesin11","Perl","16"
"co-me","Perl","167"
"moosan63","Perl","25"
"ymis1080","Perl","36"
"s-aska","Perl","29"
"spetzreborn","Perl","14"
"s-shin","Perl","30"
"eexpress","Perl","185"
"NikolaySuslov","Perl","12"
"guillomovitch","Perl","171"
"zakame","Perl","55"
"nichtich","Perl","313"
"oguro1021","Perl","11"
"MarkTseng","Perl","24"
"hamstergene","Perl","13"
"jreidinger","Perl","102"
"neskola","Perl","10"
"chregu","Perl","137"
"jaumeortola","Perl","40"
"Koronen","Perl","40"
"PatrikWestlund","Perl","26"
"aferr","Perl","37"
"tsee","Perl","99"
"monsterxx03","Perl","32"
"cloudways-ayaz","Perl","34"
"mvidner","Perl","100"
"NeoRaider","Perl","13"
"mackee","Perl","86"
"michele-deluca","Perl","41"
"stl-steve-moore","Perl","56"
"mvgrimes","Perl","47"
"jdubie","Perl","28"
"gcatlin","Perl","16"
"ztomasze","Perl","25"
"waja","Perl","23"
"rfdrake","Perl","21"
"renatocf","Perl","30"
"ewolf","Perl","219"
"mca-wtsi","Perl","78"
"angavrilov","Perl","25"
"gnomesysadmins","Perl","48"
"rustyrussell","Perl","11"
"kpsubedi","Perl","14"
"agentzh","Perl","1202"
"lgarithm","Perl","11"
"tupinek","Perl","269"
"drurowin","Perl","13"
"xanderman","Perl","12"
"mishin","Perl","561"
"ssbx","Perl","11"
"jrha","Perl","66"
"robinandersen","Perl","11"
"sonots","Perl","101"
"rme451","Perl","22"
"pgk69","Perl","80"
"rsimoes","Perl","73"
"fbreitwieser","Perl","18"
"pflanze","Perl","102"
"pd3","Perl","75"
"derf","Perl","484"
"910JQK","Perl","20"
"wrexroad","Perl","16"
"ukitaka","Perl","30"
"teleshoes","Perl","264"
"mika","Perl","26"
"quietfanatic","Perl","28"
"gvozdarev-sa","Perl","18"
"tagomoris","Perl","68"
"takumi-hatta","Perl","31"
"robinandeer","Perl","10"
"cycomachead","Perl","14"
"addsict","Perl","37"
"nvanbenschoten","Perl","39"
"abalbi","Perl","39"
"gwinn","Perl","16"
"dinkypumpkin","Perl","74"
"bingos","Perl","383"
"linktohack","Perl","23"
"cadyyan","Perl","68"
"dayflower","Perl","18"
"petdance","Perl","284"
"cbergman","Perl","40"
"aidsvancouver","Perl","55"
"schlomo","Perl","223"
"briandastous","Perl","73"
"simong","Perl","169"
"throughnothing","Perl","70"
"mkrull","Perl","80"
"amenonsen","Perl","27"
"s4553711","Perl","23"
"maddingue","Perl","34"
"y-uuki","Perl","38"
"MissEle","Perl","75"
"Keithbsmiley","Perl","93"
"obra","Perl","11"
"paregorios","Perl","115"
"abbypan","Perl","118"
"potyl","Perl","19"
"mlbright","Perl","34"
"SpeedyDisasm","Perl","12"
"abeverley","Perl","16"
"dolmen","Perl","356"
"pippijn","Perl","405"
"shantanusharma","Perl","391"
"SuperV1234","Perl","182"
"ehammond","Perl","20"
"dinomite","Perl","35"
"tharris","Perl","40"
"ypandit","Perl","195"
"Altreus","Perl","21"
"Contra","Perl","18"
"kotoroshinoto","Perl","196"
"juanfra684","Perl","72"
"kyook","Perl","13"
"pioneerskies","Perl","49"
"boklm","Perl","110"
"AndreiSavici","Perl","11"
"sullo","Perl","79"
"ebelter","Perl","48"
"outofjungle","Perl","21"
"mcsnolte","Perl","19"
"reyjrar","Perl","72"
"idrs1005","Perl","21"
"deborahgu","Perl","62"
"samuraisam","Perl","28"
"markpitchless","Perl","17"
"kevkat","Perl","11"
"hollie","Perl","111"
"jasonblanchard","Perl","19"
"bricas","Perl","96"
"peeterjoot","Perl","517"
"malchik-solnce","Perl","69"
"fdurand","Perl","165"
"dmustanger","Perl","128"
"tqwhite","Perl","47"
"steveschnepp","Perl","310"
"miketonks","Perl","71"
"xaicron","Perl","190"
"run4flat","Perl","209"
"rail","Perl","32"
"danaj","Perl","260"
"mugifly","Perl","168"
"GeJ","Perl","55"
"vti","Perl","199"
"alexstoddard","Perl","21"
"Powiee","Perl","27"
"dirkv63","Perl","24"
"ogny","Perl","65"
"acabunoc","Perl","244"
"nupfel","Perl","115"
"stuartf","Perl","20"
"annariel","Perl","43"
"modsix","Perl","37"
"yosuke-furukawa","Perl","34"
"hyperfunk","Perl","192"
"jrouzierinverse","Perl","336"
"momeiwufeng","Perl","135"
"mchf","Perl","239"
"burnersk","Perl","279"
"sanpii","Perl","95"
"trapd00r","Perl","31"
"hvpareja","Perl","19"
"gwagener","Perl","36"
"renormalist","Perl","18"
"bmwiedemann","Perl","55"
"plinss","Perl","245"
"teran","Perl","10"
"marcelgruenauer","Perl","65"
"NightSharky","Perl","12"
"dperezmavro","Perl","21"
"schaefi","Perl","588"
"hecko","Perl","41"
"kromg","Perl","28"
"jkeenan","Perl","103"
"witwicky","Perl","11"
"jayjanssen","Perl","15"
"Sixtease","Perl","25"
"Lucas-C","Perl","22"
"caining618","Perl","203"
"eserte","Perl","339"
"sitaramc","Perl","201"
"YujiroEto","Perl","28"
"kimmel","Perl","20"
"masiuchi","Perl","95"
"Kharec","Perl","84"
"holger-s","Perl","14"
"iandunham","Perl","29"
"kaos","Perl","34"
"benfitzpatrick","Perl","22"
"jasonngpt","Perl","24"
"Rican7","Perl","105"
"mcvaneede","Perl","10"
"TheWatcher","Perl","199"
"taitetsu","Perl","80"
"briandfoy","Perl","369"
"Bakke","Perl","28"
"fukamachi","Perl","45"
"ButBueatiful","Perl","42"
"newbcode","Perl","227"
"jjn1056","Perl","100"
"oktocat","Perl","13"
"jeffa","Perl","60"
"Merovius","Perl","46"
"loomis","Perl","37"
"koorchik","Perl","80"
"jamadam","Perl","163"
"pir-dsl","Perl","31"
"weyhmueller","Perl","24"
"kckrinke","Perl","19"
"brendanheywood","Perl","10"
"alistairstead","Perl","25"
"rymizuki","Perl","88"
"mina86","Perl","25"
"mysociety-pusher","Perl","225"
"merdolphin","Perl","24"
"flat235","Perl","13"
"rafl","Perl","253"
"hechtus","Perl","86"
"mattsgarrison","Perl","24"
"megazear7","Perl","91"
"davidandreoletti","Perl","23"
"f-marais","Perl","140"
"sunsern","Perl","99"
"mygoare","Perl","99"
"qtproject","Perl","248"
"ritou","Perl","104"
"tokiclover","Perl","54"
"basman","Perl","39"
"andk","Perl","183"
"WestOfRome","Perl","44"
"sluchin","Perl","72"
"stakach","Perl","71"
"usv299792458","Perl","24"
"dmacdougall","Perl","32"
"daisieh","Perl","326"
"michalrus","Perl","15"
"bruth","Perl","51"
"robario","Perl","101"
"iankorf","Perl","28"
"nassosoassos","Perl","14"
"epavlick","Perl","73"
"sipwise-jenkins","Perl","128"
"jimhester","Perl","80"
"mfcovington","Perl","79"
"smonff","Perl","79"
"dmtucker","Perl","66"
"danwolfgang","Perl","88"
"jhannah","Perl","179"
"bundai223","Perl","68"
"jalessio","Perl","11"
"ecalvo-palominodb","Perl","38"
"weechatter","Perl","53"
"jschlyter","Perl","79"
"gallandarakhneorg","Perl","97"
"abahlo","Perl","22"
"stacybrock","Perl","30"
"mshuffett","Perl","15"
"ioncache","Perl","68"
"ambs","Perl","152"
"MihaiB","Perl","30"
"YorickPeterse","Perl","58"
"stefaniuk","Perl","60"
"yoavfreund","Perl","16"
"fsecilia","Perl","13"
"timbunce","Perl","84"
"moonsdad","Perl","19"
"alandrees","Perl","12"
"elboza","Perl","49"
"jkinred","Perl","20"
"ltnwgl","Perl","15"
"lemming552","Perl","363"
"vernnobile","Perl","14"
"hanabokuro","Perl","17"
"BuckRogers1965","Perl","27"
"blastmaster","Perl","20"
"sanbeg","Perl","51"
"spikelynch","Perl","75"
"anall","Perl","171"
"colomon","Perl","227"
"karinaawoki","Perl","11"
"pipacs","Perl","25"
"alexmi","Perl","194"
"battlemidget","Perl","527"
"cybersiddhu","Perl","219"
"manchicken","Perl","72"
"batekman","Perl","26"
"jcdubacq","Perl","33"
"knicklabs","Perl","182"
"qtrinh","Perl","25"
"mgcam","Perl","146"
"valtam","Perl","18"
"lnussel","Perl","169"
"PetziAt","Perl","29"
"ksyz","Perl","15"
"unera","Perl","157"
"thecoshman","Perl","21"
"paczian","Perl","115"
"jberger","Perl","436"
"douglasgscofield","Perl","54"
"jmgiacalone","Perl","14"
"jaysonrowe","Perl","99"
"xenoterracide","Perl","248"
"robenkleene","Perl","31"
"JRaspass","Perl","130"
"chipdude","Perl","42"
"jyfeather","Perl","72"
"kaihendry","Perl","103"
"NancyHebert","Perl","31"
"tadzik","Perl","119"
"lombao","Perl","107"
"Hugmeir","Perl","65"
"troywill","Perl","60"
"kensanata","Perl","116"
"TingoL","Perl","33"
"cmerdctech","Perl","28"
"mnsmar","Perl","51"
"revmischa","Perl","30"
"garu","Perl","98"
"toritori0318","Perl","44"
"erikhenrique","Perl","12"
"friedo","Perl","111"
"trystanzj","Perl","101"
"ika108","Perl","12"
"physicsdude","Perl","18"
"rprashad","Perl","21"
"nschloe","Perl","126"
"myleneking","Perl","18"
"rpetrich","Perl","19"
"naoya","Perl","156"
"miyabe","Perl","17"
"jonschoning","Perl","44"
"seagirl","Perl","67"
"hirose31","Perl","66"
"netroby","Perl","45"
"abele","Perl","69"
"gittex","Perl","75"
"grahambell","Perl","84"
"juanplopes","Perl","29"
"elan","Perl","18"
"preaction","Perl","144"
"ferki","Perl","18"
"catenate","Perl","76"
"djura-san","Perl","15"
"curtisgithub","Perl","60"
"toddfries","Perl","59"
"kagerouttepaso","Perl","36"
"eldhom","Perl","14"
"pongstr","Perl","18"
"rczajka","Perl","59"
"sni","Perl","115"
"bart9h","Perl","23"
"laat","Perl","13"
"baohaojun","Perl","51"
"rogerfan","Perl","18"
"xiuwang","Perl","35"
"shenwei356","Perl","18"
"philwhineray","Perl","27"
"baoyangc","Perl","28"
"lgaggini","Perl","22"
"hatorikibble","Perl","44"
"drothlis","Perl","19"
"rocky","Perl","204"
"didier13150","Perl","88"
"dod38fr","Perl","104"
"louqh","Perl","25"
"mbacou","Perl","30"
"klali","Perl","25"
"breunigs","Perl","17"
"tuxinaut","Perl","18"
"scoopex","Perl","36"
"zentooo","Perl","14"
"coolo","Perl","219"
"cdede","Perl","78"
"scrat14","Perl","120"
"sdepold","Perl","12"
"benrichards86","Perl","36"
"ernfrid","Perl","42"
"Phreedom","Perl","21"
"altmas5","Perl","14"
"xshifty","Perl","11"
"koosha--","Perl","46"
"dougwilson","Perl","13"
"rnowm","Perl","107"
"estenberg","Perl","64"
"jjfalling","Perl","66"
