"actor","repository_language","pushes"
"f4deb","Prolog","45"
"Leonidas-from-XIV","Prolog","31"
"Paradoxial","Prolog","11"
"willmurnane","Prolog","15"
"fristedt","Prolog","12"
"felicitus","Prolog","15"
"senormeow","Prolog","39"
"v-for-vincent","Prolog","42"
"mohitbhoite","Prolog","25"
"antaraz","Prolog","12"
"patkan","Prolog","13"
"fannyandfly","Prolog","15"
"gekallergis","Prolog","11"
"JackMorris","Prolog","17"
"imciner2","Prolog","10"
"herrera-luis-alberto","Prolog","15"
"StefanTT","Prolog","26"
"marrabld","Prolog","18"
"mbessett","Prolog","13"
"will3","Prolog","12"
"perprogramming","Prolog","12"
"drbitboy","Prolog","12"
"mvm","Prolog","21"
"yyhuang","Prolog","22"
"dominicgs","Prolog","19"
"tcv","Prolog","10"
"wepalm","Prolog","18"
"cameronraysmith","Prolog","18"
"oalsing","Prolog","21"
"stephenpardy","Prolog","17"
"destrys","Prolog","10"
"brucespencer","Prolog","11"
"rkj","Prolog","11"
"giraldeau","Prolog","16"
"manuels","Prolog","21"
"rfolk","Prolog","19"
"Tgy31","Prolog","29"
"barajasr","Prolog","16"
"halflings","Prolog","24"
"yol","Prolog","12"
"jmgiacalone","Prolog","10"
"cameronbwhite","Prolog","17"
"zonca","Prolog","50"
"aalbino","Prolog","11"
"moustakas","Prolog","12"
"Thaiane","Prolog","12"
"yermilov","Prolog","31"
"maeln","Prolog","19"
"ka2rober","Prolog","11"
"z80","Prolog","32"
"mehtajaghvi","Prolog","11"
"bryan-m-hughes","Prolog","10"
"maciejgrzybek","Prolog","15"
"pathawks","Prolog","29"
"isaachan","Prolog","16"
"mldelibero","Prolog","13"
"Hangatyr","Prolog","17"
"artemyl","Prolog","14"
"VShader","Prolog","15"
"24367dfa","Prolog","11"
"Tomdf","Prolog","12"
"evonck","Prolog","10"
"ppenteado","Prolog","18"
"sndrz","Prolog","13"
"fleurette","Prolog","10"
"dirkjankrijnders","Prolog","16"
"vivekgalatage","Prolog","14"
"echancrure","Prolog","21"
"sesuncedu","Prolog","15"
"feavon","Prolog","13"
"samsaradog","Prolog","19"
"spyderbrain","Prolog","11"
"Miceuz","Prolog","15"
"matheustristao","Prolog","11"
"vitpro","Prolog","11"
"CapelliC","Prolog","16"
"rattboi","Prolog","14"
"swistak35","Prolog","10"
"anubhab91","Prolog","11"
"s10z","Prolog","10"
"nereliz","Prolog","10"
"makestuff","Prolog","13"
"davidaq","Prolog","13"
"dogonthehorizon","Prolog","11"
"lowfatcode","Prolog","11"
"beattiea","Prolog","16"
"hanhle2208","Prolog","18"
"OlegGrRus","Prolog","12"
"glassices","Prolog","12"
"ktaeyln","Prolog","17"
"Dr3yla","Prolog","15"
"jeffThompson","Prolog","11"
"eldardamari","Prolog","15"
