"actor","repository_language","pushes"
"milesoc","Go","22"
"dradtke","Go","121"
"timtadh","Go","57"
"cwc","Go","62"
"ryanbressler","Go","171"
"mkobetic","Go","19"
"crankycoder","Go","246"
"grsmv","Go","145"
"jnwhiteh","Go","1956"
"markchadwick","Go","47"
"benbjohnson","Go","444"
"marksteve","Go","35"
"miku","Go","72"
"wwwjscom","Go","12"
"vieux","Go","477"
"StefanKjartansson","Go","94"
"pavel-paulau","Go","32"
"trink","Go","133"
"nicolai86","Go","25"
"strider-","Go","36"
"itsmeduncan","Go","26"
"jhillyerd","Go","67"
"AndyHaskell","Go","102"
"beatgammit","Go","67"
"cf-bosh","Go","639"
"bcwaldon","Go","31"
"pierrre","Go","421"
"philips","Go","306"
"mediocregopher","Go","185"
"dmuth","Go","107"
"inhies","Go","141"
"colons","Go","41"
"tleyden","Go","190"
"cf-services","Go","79"
"LarryBattle","Go","182"
"krig","Go","46"
"ratrocket","Go","21"
"andres-erbsen","Go","26"
"c00w","Go","150"
"jroes","Go","41"
"thinkofdeath","Go","162"
"drbawb","Go","151"
"mreiferson","Go","972"
"3M3RY","Go","89"
"cf-frontend","Go","87"
"daaku","Go","434"
"andreadipersio","Go","43"
"cfromknecht","Go","121"
"deafbybeheading","Go","110"
"xuyu","Go","190"
"karlgrz","Go","14"
"hajimehoshi","Go","99"
"kentaro","Go","60"
"r7kamura","Go","70"
"meatballhat","Go","299"
"tarrsalah","Go","14"
"realistschuckle","Go","60"
"andreas-gone-wild","Go","49"
"changkong","Go","148"
"jbuchbinder","Go","85"
"go-av","Go","144"
"xiegeo","Go","153"
"lsm5","Go","150"
"bradfitz","Go","250"
"xiangli-cmu","Go","840"
"akirayu101","Go","16"
"metakeule","Go","458"
"jsgilmore","Go","28"
"matyhtf","Go","40"
"Babazka","Go","109"
"mmb","Go","18"
"derekchiang","Go","101"
"mindreframer","Go","249"
"spiritring","Go","27"
"moshee","Go","165"
"krasin","Go","129"
"tianon","Go","181"
"runner-mei","Go","244"
"shenfeng","Go","289"
"miekg","Go","361"
"jmadan","Go","175"
"robfig","Go","340"
"ernestokarim","Go","340"
"mschoch","Go","351"
"runningwild","Go","161"
"ancarda","Go","80"
"erikstmartin","Go","282"
"abustany","Go","20"
"jaredbischof","Go","73"
"hoffoo","Go","94"
"AsherBond","Go","341"
"james4k","Go","92"
"tgulacsi","Go","317"
"goinggo","Go","191"
"shybyte","Go","26"
"imosquera","Go","90"
"mikespook","Go","127"
"nvieirafelipe","Go","19"
"d7x","Go","10"
"brasic","Go","136"
"bladehliu","Go","33"
"tsenart","Go","138"
"rillomas","Go","31"
"JKallhoff","Go","39"
"aluksidadi","Go","15"
"mruediger","Go","48"
"unclejack","Go","268"
"vale1410","Go","81"
"elidourado","Go","13"
"crosbymichael","Go","359"
"cznic","Go","649"
"ClausSteuer","Go","30"
"TShadwell","Go","62"
"matee911","Go","51"
"shawnps","Go","77"
"aclindsa","Go","13"
"elifceren","Go","35"
"araddon","Go","192"
"ehazlett","Go","49"
"mpwoz","Go","58"
"tmichel","Go","13"
"apourchet","Go","52"
"mulander","Go","24"
"ilcwd","Go","19"
"agl","Go","112"
"dancannon","Go","99"
"mitchellh","Go","864"
"CDargis","Go","34"
"ChimeraCoder","Go","152"
"mfine","Go","41"
"pifantastic","Go","72"
"codegangsta","Go","229"
"nexneo","Go","28"
"adabei","Go","19"
"adzankich","Go","27"
"fiam","Go","20"
"progrium","Go","107"
"stephenalexbrowne","Go","140"
"naoina","Go","32"
"jddixon","Go","390"
"vanstee","Go","11"
"bradleypeabody","Go","24"
"atomaths","Go","41"
"ArturoVM","Go","70"
"nakagami","Go","69"
"chkno","Go","14"
"cajun","Go","38"
"flaviamissi","Go","295"
"rif","Go","192"
"a2800276","Go","46"
"Alewhey","Go","29"
"jmassara","Go","60"
"29decibel","Go","47"
"avleen","Go","10"
"frrad","Go","282"
"mikedewar","Go","248"
"heltonmarx","Go","10"
"bryanturley","Go","535"
"kyleconroy","Go","48"
"v64","Go","39"
"oguzbilgic","Go","321"
"sztanpet","Go","94"
"mjibson","Go","195"
"dahankzter","Go","19"
"travissimon","Go","71"
"melkote","Go","47"
"alexzorin","Go","69"
"ajtulloch","Go","16"
"pjvds","Go","422"
"msiebuhr","Go","24"
"tchap","Go","186"
"pangwu86","Go","21"
"schulze","Go","17"
"s7v7nislands","Go","10"
"dotdoom","Go","44"
"datastream","Go","535"
"syohex","Go","13"
"zx9597446","Go","27"
"nemith","Go","17"
"athom","Go","212"
"ality","Go","14"
"weidongtoml","Go","36"
"paddie","Go","32"
"csinchok","Go","81"
"scottferg","Go","115"
"jehiah","Go","198"
"ZacharyOrr","Go","55"
"nono","Go","46"
"32bitkid","Go","34"
"emicklei","Go","354"
"bwhite","Go","200"
"tv42","Go","64"
"markmontymark","Go","81"
"ddollar","Go","154"
"crowdmatt","Go","241"
"jteeuwen","Go","209"
"kivikakk","Go","15"
"benashford","Go","16"
"Dieterbe","Go","50"
"bipasac2000","Go","15"
"BenLubar","Go","426"
"jpfairbanks","Go","31"
"kellegous","Go","33"
"ugorji","Go","48"
"latermoon","Go","203"
"steveyen","Go","783"
"callahanrts","Go","11"
"oremj","Go","39"
"zhigang2008","Go","72"
"PuerkitoBio","Go","558"
"samuel","Go","162"
"dixon","Go","16"
"telecoda","Go","47"
"grafov","Go","131"
"creack","Go","607"
"ryandotsmith","Go","314"
"tylerb","Go","135"
"boj","Go","99"
"DisposaBoy","Go","269"
"quincy","Go","15"
"kradeki","Go","29"
"Kovensky","Go","66"
"emilsjolander","Go","48"
"thethirdwheel","Go","57"
"wtangiit","Go","381"
"ostap","Go","28"
"nmeum","Go","130"
"cyfdecyf","Go","458"
"geoffreymoller","Go","12"
"YoshikiShibata","Go","21"
"bitsai","Go","35"
"julochrobak","Go","39"
"tapir","Go","200"
"nu7hatch","Go","37"
"akhenakh","Go","11"
"mingzhi","Go","58"
"sent-hil","Go","48"
"mmm","Go","55"
"jeremy-w","Go","12"
"cougarwww","Go","16"
"laslowh","Go","17"
"freakyjammer","Go","290"
"ardan-bkennedy","Go","180"
"Lukasa","Go","80"
"robbie-modcloth","Go","25"
"spf13","Go","115"
"eryx","Go","128"
"prasmussen","Go","21"
"jashper","Go","35"
"balboah","Go","30"
"savaki","Go","46"
"jlund3","Go","229"
"kofron","Go","48"
"jtiq","Go","10"
"klizhentas","Go","86"
"tobz","Go","53"
"rickysaltzer","Go","10"
"eikeon","Go","329"
"maxhille","Go","12"
"erkl","Go","132"
"verdverm","Go","48"
"andrewsmedina","Go","573"
"hemaolong","Go","30"
"imwally","Go","20"
"paceline","Go","17"
"sigu-399","Go","400"
"mzdaniel","Go","243"
"BlueDragonX","Go","19"
"grantmd","Go","19"
"stuartnelson3","Go","33"
"zimmski","Go","69"
"jamtur01","Go","54"
"cmdrkeene","Go","31"
"nikhan","Go","162"
"mholt","Go","131"
"kourge","Go","24"
"whyrusleeping","Go","207"
"shageman","Go","86"
"dustismo","Go","170"
"nesv","Go","52"
"jaredwilkening","Go","108"
"doodles526","Go","25"
"dustin","Go","729"
"roca","Go","66"
"nightlyone","Go","131"
"eaigner","Go","309"
"arunjitsingh","Go","11"
"andreaskoch","Go","181"
"synack","Go","24"
"ChuckHa","Go","40"
"kisielk","Go","294"
"justayak","Go","42"
"Mischanix","Go","73"
"rocky","Go","131"
"apokalyptik","Go","55"
"cespare","Go","183"
"pa001024","Go","108"
"cowboyrushforth","Go","37"
"chuckpreslar","Go","676"
"zhaodj","Go","11"
"yokano","Go","318"
"daviddengcn","Go","337"
"ant0ine","Go","134"
"bnprks","Go","10"
"ericlathrop","Go","43"
"bdon","Go","43"
"Elivoa","Go","40"
"Streamweaver","Go","89"
"rwcarlsen","Go","174"
"andlabs","Go","40"
"frank418","Go","62"
"mattprice","Go","49"
"menghan","Go","13"
"deckarep","Go","34"
"robteix","Go","26"
"ckkashyap","Go","16"
"cyball","Go","1016"
"ryanlbrown","Go","10"
"adrian-bl","Go","36"
"surma","Go","220"
"paczian","Go","27"
"sekhat","Go","71"
"wangtuanjie","Go","223"
"juliusv","Go","475"
"Wneh","Go","123"
"Unknwon","Go","793"
"itang","Go","59"
"serialx","Go","33"
"matrixik","Go","39"
"btracey","Go","182"
"xtaci","Go","683"
"longears","Go","73"
"inconshreveable","Go","225"
"skelterjohn","Go","89"
"satori","Go","136"
"clbanning","Go","59"
"daisuke-azuma","Go","157"
"davecheney","Go","304"
"prudhviy","Go","53"
"bussiere","Go","28"
"kobeld","Go","121"
"jzelinskie","Go","107"
"bambooZhou","Go","25"
"gnicod","Go","18"
"carlosbrando","Go","44"
"simonz05","Go","122"
"dpiddy","Go","60"
"markpeek","Go","68"
"scusi","Go","12"
"sebastiansito","Go","36"
"medcl","Go","48"
"lostz","Go","14"
"idealeric","Go","40"
"zyxar","Go","206"
"andrascsibi","Go","22"
"slene","Go","136"
"uggedal","Go","79"
"trustmaster","Go","21"
"minaguib","Go","28"
"borgenk","Go","50"
"elazarl","Go","129"
"eaburns","Go","278"
"jcelliott","Go","46"
"lifengtian","Go","25"
"AeroNotix","Go","180"
"jweir","Go","10"
"hSATAC","Go","138"
"smw1218","Go","35"
"Dparker1990","Go","41"
"superjoe30","Go","206"
"andrew-d","Go","40"
"toqueteos","Go","138"
"gregcswanson","Go","11"
"roa","Go","45"
"mikeclarke","Go","16"
"justinabrahms","Go","37"
"cassava","Go","12"
"xing4git","Go","107"
"zhigangc","Go","36"
"scpayson","Go","20"
"dane-unltd","Go","128"
"robert-zaremba","Go","72"
"richo","Go","14"
"coocood","Go","188"
"congjf","Go","93"
"DaddyOh","Go","10"
"wellle","Go","18"
"kljensen","Go","56"
"snej","Go","259"
"jasoncapehart","Go","27"
"kuba--","Go","30"
"jingweno","Go","700"
"dougfort","Go","109"
"cipriancraciun","Go","35"
"kch42","Go","45"
"ChrisKaufmann","Go","39"
"burke","Go","94"
"swdunlop","Go","18"
"kellydunn","Go","119"
"seehuhn","Go","56"
"tombell","Go","27"
"michaelklishin","Go","64"
"tpjg","Go","97"
"umitanuki","Go","10"
"soniah","Go","272"
"fd","Go","183"
"rsbx","Go","164"
"taysom","Go","114"
"tholowka","Go","134"
"mjstahl","Go","408"
"asmodaeus","Go","12"
"modclothpair","Go","27"
"janiukjf","Go","123"
"bbangert","Go","234"
"krisgry","Go","53"
"SlyMarbo","Go","284"
"shurcooL","Go","74"
"ziutek","Go","230"
"rafrombrc","Go","495"
"nictuku","Go","94"
"freeformz","Go","193"
"kzvezdarov","Go","33"
"mewmew","Go","343"
"awbraunstein","Go","14"
"dforsyth","Go","26"
"op","Go","46"
"bjh83","Go","48"
"jonross","Go","36"
"moorej","Go","10"
"7hi4g0","Go","29"
"sa2ajj","Go","58"
"johncosta","Go","14"
"akrennmair","Go","48"
"byAtlas","Go","14"
"Gorah","Go","41"
"fiorix","Go","285"
"patrickrsteele","Go","14"
"tropicalmug","Go","41"
"cmars","Go","159"
"mrnugget","Go","59"
"LouisFettet","Go","31"
"rossan","Go","30"
"thomas11","Go","12"
"Stringy","Go","87"
"jmcvetta","Go","615"
"maxymania","Go","22"
"xushiwei","Go","158"
"parkghost","Go","165"
"pipul","Go","159"
"hraban","Go","101"
"dchest","Go","77"
"temoto","Go","28"
"derekcollison","Go","40"
"vmihailenco","Go","120"
"ToQoz","Go","22"
"NovemberFoxtrot","Go","163"
"jimmyw","Go","32"
"mattheath","Go","33"
"streadway","Go","75"
"jijeshmohan","Go","19"
"rubyist","Go","36"
"knivey","Go","11"
"aybabtme","Go","260"
"otiai10","Go","51"
"yangzhe1991","Go","31"
"bronze1man","Go","31"
"DrayChou","Go","11"
"jpgneves","Go","23"
"ginuerzh","Go","45"
"igm","Go","88"
"sfro","Go","33"
"hamo","Go","45"
"cryptix","Go","33"
"uiri","Go","57"
"metalivedev","Go","220"
"emgee","Go","21"
"Yulon","Go","44"
"mrdg","Go","10"
"slspeek","Go","15"
"alimoeeny","Go","63"
"Joinhack","Go","36"
"dbrower","Go","14"
"titanous","Go","454"
"pfeairheller","Go","31"
"xrash","Go","17"
"HouzuoGuo","Go","247"
"huichen","Go","118"
"goob","Go","16"
"VonC","Go","11"
"bigwill","Go","30"
"mrb","Go","68"
"bborbe","Go","254"
"wdberkeley","Go","11"
"bemasher","Go","23"
"jackvalmadre","Go","35"
"bmatsuo","Go","165"
"stevedonovan","Go","35"
"justjake","Go","51"
"nate","Go","23"
"laher","Go","158"
"smerrill","Go","22"
"ncode","Go","190"
"githubnemo","Go","70"
"guregu","Go","49"
"nathany","Go","126"
"dbudworth","Go","12"
"elmacnifico","Go","101"
"boombuler","Go","61"
"myoula","Go","32"
"serbaut","Go","39"
"hanwen","Go","160"
"spiffytech","Go","32"
"shawnsi","Go","22"
"shuhaowu","Go","24"
"TLane","Go","55"
"hgfischer","Go","62"
"apanda","Go","227"
"rightfold","Go","55"
"grokh","Go","159"
"kisom","Go","464"
"bcampbell","Go","46"
"gesterhuizen","Go","88"
"mgbelisle","Go","36"
"dagoof","Go","33"
"levicook","Go","241"
"arflores2","Go","12"
"jbowles","Go","218"
"bpowers","Go","106"
"franckcuny","Go","59"
"ianremmler","Go","100"
"le0pard","Go","337"
"gk-turnip","Go","162"
"czchen","Go","52"
"ViktorZahar","Go","87"
"mattetti","Go","30"
"iyf","Go","62"
"ije","Go","79"
"covertcj","Go","27"
"tanel","Go","95"
"StalkR","Go","130"
"hugopeixoto","Go","14"
"shangxuejin","Go","29"
"zhoukk","Go","16"
"yanatan16","Go","57"
"zhangyuheng","Go","10"
"taddevries","Go","33"
"brianbrunner","Go","14"
"vbatts","Go","110"
"rjourde","Go","28"
"programmingthomas","Go","14"
"remogatto","Go","103"
"crhym3","Go","68"
"Centny","Go","36"
"kencochrane","Go","64"
"rmera","Go","186"
"bketelsen","Go","89"
"saaadhu","Go","17"
"Codefor","Go","12"
"sourcec0de","Go","13"
"brnstz","Go","40"
"t3rm1n4l","Go","72"
"VictorLowther","Go","18"
"JackC","Go","79"
"olanmatt","Go","53"
"lxfontes","Go","41"
"ninnemana","Go","191"
"algorithmicist","Go","78"
"songgao","Go","117"
"fdr","Go","155"
"nkrecklow","Go","25"
"cthulhu-bot","Go","70"
"laurent22","Go","63"
"ianobermiller","Go","47"
"rlmcpherson","Go","22"
"cypriss","Go","12"
"reddragon","Go","38"
"pauldix","Go","25"
"jaredly","Go","20"
"KaeruCT","Go","11"
"josephyzhou","Go","86"
"latestrevision","Go","26"
"billderose","Go","31"
"dalinaum","Go","23"
"SashaCrofter","Go","292"
"onlyangel","Go","18"
"eapache","Go","64"
"PreetamJinka","Go","128"
"rwl","Go","96"
"timbogit","Go","10"
"fw42","Go","40"
"DmitryBochkarev","Go","47"
"smkell","Go","68"
"robmerrell","Go","21"
"mgeist","Go","17"
"lkesteloot","Go","52"
"moopie","Go","10"
"abrookins","Go","19"
"Alexoner","Go","12"
"siesta","Go","36"
"weidewang","Go","20"
"specode","Go","33"
"sjp38","Go","34"
"caius","Go","30"
"acsellers","Go","199"
"pwaller","Go","68"
"emptyland","Go","54"
"stesla","Go","10"
"XixeBombilla","Go","16"
"basp","Go","22"
"Daedaluz","Go","27"
"rafaeljusto","Go","21"
"NOX73","Go","59"
"srid","Go","93"
"ThomasRooney","Go","15"
"trans","Go","10"
"gavruk","Go","107"
"BurntSushi","Go","334"
"barnjamin","Go","20"
"xiam","Go","319"
"dghubble","Go","37"
"romanoff","Go","13"
"coderhaoxin","Go","52"
"sadbox","Go","75"
"ihsw","Go","29"
"RegalSkeppet","Go","23"
"ChrisBuchholz","Go","28"
"nathankerr","Go","35"
"arschles","Go","12"
"johto","Go","109"
"ricallinson","Go","270"
"aackerman","Go","11"
"junkblocker","Go","26"
"sosedoff","Go","65"
"minikomi","Go","60"
"sqs","Go","389"
"metaleap","Go","671"
"bieber","Go","28"
"elsonwu","Go","61"
"zakzou","Go","25"
"proxypoke","Go","15"
"cgyy","Go","15"
"cwchiu","Go","85"
"marthjod","Go","42"
"chzyer","Go","122"
"JulienSchmidt","Go","249"
"IskenHuang","Go","17"
"buger","Go","170"
"ssobczak","Go","27"
"dominikh","Go","74"
"vuleetu","Go","64"
"cojac","Go","95"
"lizijian","Go","11"
"matryer","Go","404"
"capitancambio","Go","81"
"tuxychandru","Go","20"
"MatthewJWalls","Go","37"
"krux02","Go","25"
"keeb","Go","13"
"jchris","Go","32"
"mrshankly","Go","14"
"craigmj","Go","18"
"ecashin","Go","87"
"tedsta","Go","77"
"dhrp","Go","55"
"fsareshwala","Go","254"
"arlolra","Go","109"
"jagregory","Go","32"
"benmills","Go","159"
"GlenKelley","Go","25"
"bzub","Go","26"
"larzconwell","Go","156"
"scarlson","Go","26"
"tebeka","Go","68"
"michaeldv","Go","29"
"henyouqian","Go","46"
"h00gs","Go","53"
"oshothebig","Go","120"
"scttnlsn","Go","51"
"magnotorres","Go","39"
"fkautz","Go","27"
"edmore","Go","68"
"DanielHeath","Go","140"
"melllvar","Go","53"
"hjqhezgh","Go","70"
"Toorop","Go","11"
"DavidVorick","Go","32"
"zond","Go","571"
"xiocode","Go","221"
"usmanismail","Go","68"
"kushaldas","Go","48"
"axw","Go","151"
"minux","Go","75"
"betamike","Go","11"
"danawoodman","Go","19"
"bcarrell","Go","27"
"marcuswestin","Go","21"
"proppy","Go","27"
"hallliu","Go","14"
"viniciuswebdev","Go","16"
"hahnicity","Go","70"
"cpb8010","Go","38"
"mtibben","Go","71"
"JonPulfer","Go","95"
"ottob","Go","53"
"boutros","Go","84"
"alexlarsson","Go","45"
"nitrix","Go","46"
"jrconlin","Go","256"
"sinelga","Go","52"
"miyachan","Go","35"
"Forkk","Go","15"
"firepear","Go","26"
"darron","Go","10"
"tbuckley","Go","12"
"jhprks","Go","51"
"kbatten","Go","25"
"rcrowley","Go","86"
"daemonchen","Go","17"
"mheidenr","Go","14"
"beyang","Go","96"
"m0sth8","Go","11"
"kytrinyx","Go","43"
"cactus","Go","51"
"strickyak","Go","97"
"boredomist","Go","50"
"varialus","Go","833"
"tobstarr","Go","144"
"wei2912","Go","238"
"mduvall","Go","23"
"mmcfarland","Go","72"
"jbooth","Go","153"
"GeertJohan","Go","203"
"jbcrail","Go","69"
"bitrayne","Go","22"
"calavera","Go","38"
"weingart","Go","13"
"kvu787","Go","62"
"Laremere","Go","13"
"haldean","Go","43"
"mrallen1","Go","28"
"futoase","Go","62"
"swook","Go","75"
"Gusabi","Go","18"
"peterzalewski","Go","17"
"agaviria","Go","47"
"johnbellone","Go","80"
"corebob","Go","68"
"ryochack","Go","35"
"xeb","Go","37"
"ccding","Go","314"
"kimshrier","Go","19"
"vszakats","Go","20"
"mark-rushakoff","Go","55"
"thraxil","Go","91"
"tux21b","Go","34"
"calebdoxsey","Go","21"
"xlvector","Go","37"
"defeated","Go","13"
"jmhodges","Go","26"
"superlogical","Go","10"
"rygorous","Go","33"
"xionglun","Go","16"
"xyproto","Go","423"
"pangkunyi","Go","51"
"benharper123","Go","34"
"capnm","Go","212"
"pavelb","Go","17"
"sanqianyuejia","Go","29"
"michaelhood","Go","19"
"tonyw","Go","19"
"jrallison","Go","49"
"mkilling","Go","24"
"kr","Go","350"
"mattrobenolt","Go","99"
"gwoo","Go","50"
"jbronn","Go","18"
"sunfmin","Go","93"
"monnand","Go","538"
"prashanthsadasivan","Go","14"
"yvasiyarov","Go","121"
"KettlebellAddict","Go","45"
"abh","Go","168"
"brettyukich","Go","15"
"daflad","Go","154"
"kenshinx","Go","35"
"dmikalova","Go","100"
"mthie","Go","11"
"x3ro","Go","11"
"sdgoij","Go","41"
"matttproud","Go","502"
"dr-strangecode","Go","21"
"gpjt","Go","13"
"teo","Go","24"
"polaris1119","Go","33"
"polvi","Go","32"
"haibinpark","Go","89"
"rharriso","Go","21"
"skovsgaard","Go","10"
"jgraham909","Go","78"
"mdulaney","Go","27"
"edsrzf","Go","16"
"metal3d","Go","93"
"viney","Go","20"
"xla","Go","183"
"sauerbraten","Go","156"
"tiancaiamao","Go","96"
"arbovm","Go","25"
"alphabernd","Go","75"
"bonnefoa","Go","76"
"daniel-garcia","Go","38"
"aodin","Go","53"
"rymo4","Go","32"
"gabrielfalcao","Go","11"
"mneudert","Go","24"
"bg5sbk","Go","33"
"sbotond","Go","45"
"doun","Go","30"
"AlekSi","Go","365"
"newthinker","Go","16"
"mkrautz","Go","21"
"alisle","Go","15"
"chessnokov","Go","77"
"wub","Go","102"
"MrWerewolf","Go","26"
"mortdeus","Go","129"
"shaoshing","Go","83"
"kicool","Go","30"
"koyachi","Go","34"
"captaincronos","Go","34"
"Donearm","Go","14"
"hydra13142","Go","125"
"laurit17","Go","22"
"DerekEclipse","Go","10"
"Vladimiroff","Go","17"
"catinello","Go","49"
"willsky","Go","14"
"shenwei356","Go","47"
"ddliu","Go","10"
"alecrn","Go","30"
"Blackrush","Go","50"
"AustenConrad","Go","148"
"pebbe","Go","287"
"zackshen","Go","11"
"wwwouter","Go","28"
"politician","Go","17"
"alpe","Go","26"
"orcame","Go","25"
"boostbob","Go","10"
"pokerG","Go","22"
"vijaysai","Go","13"
"tw4452852","Go","77"
"armatys","Go","34"
"jmhain","Go","30"
"cgtdk","Go","16"
"paulhammond","Go","21"
"errnoh","Go","43"
"HaskellElephant","Go","16"
"mekarpeles","Go","13"
"SamSaffron","Go","50"
"brettbuddin","Go","91"
"drio","Go","33"
"jontonsoup","Go","49"
"bobappleyard","Go","11"
"theraphim","Go","116"
"marcinwyszynski","Go","16"
"kwmt","Go","80"
"vaughan0","Go","50"
"gmallard","Go","170"
"mattfarina","Go","26"
"jakecoffman","Go","19"
"jwiklund","Go","40"
"kennygrant","Go","35"
"yinqiwen","Go","58"
"thedawnrider","Go","11"
"andelf","Go","17"
"LostSkyDev","Go","26"
"mccoyst","Go","114"
"Ro0mquy","Go","31"
"htruong","Go","38"
"aquilax","Go","62"
"dengyue","Go","38"
"bom-d-van","Go","141"
"calebbrown","Go","34"
"ngaut","Go","43"
"Zert","Go","75"
"ccirclaeys","Go","15"
"daneharrigan","Go","13"
"fiatmoney","Go","26"
"seanbrant","Go","10"
"gtalent","Go","151"
"jeremybanks","Go","21"
"AlexanderThaller","Go","21"
"lukevers","Go","193"
"jasonroelofs","Go","24"
"edsu","Go","57"
"Merovius","Go","79"
"deepkaran","Go","23"
"nsf","Go","73"
"jmoiron","Go","160"
"krpors","Go","28"
"snormore","Go","109"
"ElricleNecro","Go","16"
"piranha","Go","123"
"redsymbol","Go","23"
"GGalizzi","Go","15"
"echa","Go","19"
"rputbl","Go","16"
"galaux","Go","12"
"dansup","Go","27"
"bjartwolf","Go","22"
"sburnett","Go","164"
"gleicon","Go","34"
"Acanthostega","Go","12"
"drewcsillag","Go","42"
"daniel-fanjul-alcuten","Go","34"
"Cpari","Go","41"
"anvie","Go","11"
"Arcticcuz","Go","37"
"chdorner","Go","27"
"Lavos","Go","53"
"rasa","Go","21"
"RnMss","Go","14"
"apatil","Go","10"
"troyharris","Go","14"
"craigjackson","Go","21"
"egravert","Go","32"
"noahcampbell","Go","96"
"markberger","Go","28"
"lakrizz","Go","15"
"JeffMGreg","Go","21"
"d2fn","Go","75"
"pluralism","Go","34"
"rkoesters","Go","118"
"heinrisch","Go","37"
"Karethoth","Go","10"
"andren32","Go","53"
"bluepeppers","Go","28"
"danenania","Go","10"
"dyzdyz010","Go","41"
"johncylee","Go","41"
"bobbaluba","Go","85"
"sangmank","Go","10"
"reiver","Go","89"
"richard-lyman","Go","37"
"vsergeev","Go","48"
"ddesigngithub","Go","10"
"Dpetters","Go","19"
"disco-volante","Go","75"
"axelri","Go","114"
"alberts","Go","23"
"stefantalpalaru","Go","21"
"ajhager","Go","62"
"sam-falvo","Go","149"
"craig8","Go","21"
"icub3d","Go","82"
"alect","Go","42"
"maxsnew","Go","53"
"ns-buildbot","Go","72"
"darkhelmet","Go","70"
"joshlf13","Go","96"
"vanetix","Go","45"
"ecylmz","Go","25"
"heyden","Go","25"
"xoebus","Go","53"
"magicmonkey","Go","18"
"ljos","Go","14"
"brendonh","Go","47"
"NickPresta","Go","32"
"vdrolia","Go","37"
"alexanderkyte","Go","19"
"dillonhuff","Go","21"
"justinsb","Go","97"
"jarod","Go","12"
"kyleburton","Go","39"
"adams-sarah","Go","46"
"jchenry","Go","32"
"sahid","Go","23"
"zhenjl","Go","107"
"cheneydeng","Go","104"
"philsong","Go","42"
"andrebq","Go","34"
"robotamer","Go","15"
"antonlindstrom","Go","72"
"yuchen12","Go","11"
"rtnpro","Go","33"
"jimfleming","Go","28"
"funkygao","Go","131"
"lunastorm","Go","11"
"discordianfish","Go","271"
"anachronistic","Go","43"
"ncw","Go","35"
"mb0","Go","84"
"lunny","Go","224"
"AaronRustad","Go","16"
"KevDog","Go","32"
"tonnerre","Go","74"
"leonzhouwei","Go","15"
"fuxiaohei","Go","39"
"kirillrdy","Go","47"
"violetgo","Go","40"
"Jxck","Go","39"
"podviaznikov","Go","10"
"collinvandyck","Go","85"
"alexrpagan","Go","109"
"boourns","Go","41"
"iopred","Go","140"
"dave-andersen","Go","56"
"robertkrimen","Go","114"
"marktheunissen","Go","154"
"ajstarks","Go","207"
"whatupdave","Go","13"
"jtacoma","Go","162"
"fizx","Go","25"
"traviscline","Go","69"
"smazga","Go","10"
"jimmysawczuk","Go","44"
"lowentropy","Go","39"
"magiconair","Go","15"
"fmstephe","Go","50"
"hrautila","Go","23"
"paddyforan","Go","59"
"foobaz","Go","53"
"matttproud-soundcloud","Go","41"
"godfried","Go","145"
