"actor","repository_language","pushes"
"massad77","Shell","22"
"FreddyKaiser","Shell","43"
"izi501","Shell","10"
"Nasga","Shell","21"
"RobertCNelson","Shell","2582"
"Padow","Shell","12"
"abun880007","Shell","194"
"gregnietsky","Shell","551"
"mclearc","Shell","152"
"jonallured","Shell","20"
"flexiondotorg","Shell","475"
"tnwae","Shell","49"
"edolstra","Shell","526"
"anatol","Shell","70"
"atweiden","Shell","114"
"intimonkey","Shell","208"
"mockdeep","Shell","14"
"ChrisCarto","Shell","25"
"shlevy","Shell","392"
"jhtran","Shell","76"
"frank2","Shell","71"
"agoulamhoussen","Shell","18"
"plietar","Shell","47"
"L1ghtn1ng","Shell","158"
"speccy","Shell","32"
"mrimp","Shell","161"
"jeremyfelt","Shell","263"
"emi80","Shell","112"
"jvonau","Shell","40"
"mcous","Shell","60"
"ninkendo","Shell","27"
"gen0cide-","Shell","11"
"JamieMason","Shell","128"
"MWisBest","Shell","128"
"tehnick","Shell","636"
"freddix","Shell","34"
"dscharrer","Shell","48"
"SilentBob999","Shell","61"
"henrybauer","Shell","143"
"analytically","Shell","43"
"jamison904","Shell","52"
"href","Shell","13"
"chilicuil","Shell","94"
"DHOMD","Shell","266"
"cloudnull","Shell","166"
"znmeb","Shell","1435"
"seanmcl","Shell","19"
"ehime","Shell","159"
"pdclark","Shell","15"
"runningskull","Shell","45"
"ktf","Shell","317"
"l1m5","Shell","38"
"jskorton","Shell","46"
"sevaine","Shell","15"
"amirnissim","Shell","15"
"Lucas-C","Shell","86"
"stevenschobert","Shell","22"
"TheBr0ken","Shell","239"
"wuxch","Shell","63"
"mittel","Shell","27"
"sdaves","Shell","11"
"erikcas","Shell","467"
"mdeters","Shell","38"
"ottxor","Shell","32"
"twinshadow","Shell","33"
"ctsa","Shell","623"
"abathingchris","Shell","19"
"mogoodrich","Shell","87"
"mwvaughn","Shell","31"
"ogrisel","Shell","73"
"feralhosting","Shell","939"
"friism","Shell","89"
"angoca","Shell","191"
"wolfgar","Shell","33"
"fleadope","Shell","47"
"wbrady","Shell","19"
"catseye","Shell","10"
"whylom","Shell","65"
"msan","Shell","48"
"scottsbaldwin","Shell","11"
"monokrome","Shell","40"
"nomcopter","Shell","38"
"loosethisskin","Shell","243"
"gregturn","Shell","215"
"tsbattman","Shell","39"
"AsherBond","Shell","1297"
"qcook2000","Shell","16"
"glamp","Shell","124"
"acrosby","Shell","53"
"jmervine","Shell","184"
"mpapis","Shell","2599"
"neilus","Shell","34"
"notwa","Shell","29"
"petermo13","Shell","14"
"h3adache","Shell","22"
"KaosDroid","Shell","717"
"acgetchell","Shell","19"
"Thermionix","Shell","197"
"gabrielluong","Shell","27"
"ahluntang","Shell","20"
"jasonsanjose","Shell","73"
"zachlatta","Shell","31"
"dncrews","Shell","117"
"amirghaffari","Shell","11"
"Tuinslak","Shell","38"
"Mahdi-Rom","Shell","62"
"jessicatysu","Shell","18"
"BlackIkeEagle","Shell","1593"
"vlc","Shell","27"
"jarvisschultz","Shell","62"
"gnomesysadmins","Shell","260"
"YBadiss","Shell","12"
"appsforartists","Shell","31"
"Krinkle","Shell","94"
"ggustafsson","Shell","303"
"genjohnson","Shell","131"
"frugalware","Shell","2230"
"twolfson","Shell","290"
"radare","Shell","40"
"chrisblossom","Shell","25"
"yramagicman","Shell","90"
"dagbrown","Shell","49"
"nickklosterman","Shell","62"
"ipwnstuff","Shell","29"
"eirikref","Shell","70"
"masahir0y","Shell","80"
"ghandi9000","Shell","41"
"ferranpm","Shell","74"
"muflone","Shell","125"
"nono","Shell","14"
"indexzero","Shell","10"
"srid","Shell","79"
"cm-gerrit","Shell","3433"
"mokeeopensource","Shell","373"
"cmhill","Shell","27"
"remain","Shell","41"
"Nanshan","Shell","50"
"marquisthunder","Shell","10"
"ronuchit","Shell","18"
"EldrickWT","Shell","169"
"rkoesters","Shell","27"
"dmitrivassilev","Shell","109"
"calvinszeto","Shell","21"
"scrubmx","Shell","37"
"grayclhn","Shell","320"
"allenfantasy","Shell","27"
"conspirator","Shell","16"
"nickdoherty81","Shell","30"
"geeksoul","Shell","31"
"benjaminoakes","Shell","66"
"ndizzlecfizzle","Shell","10"
"flihp","Shell","119"
"bkuhlmann","Shell","479"
"wojtekmach","Shell","43"
"leek","Shell","28"
"jbride","Shell","253"
"gbyukg","Shell","19"
"szw","Shell","113"
"casucci","Shell","120"
"askeing","Shell","156"
"capsensitive","Shell","43"
"dnschneid","Shell","329"
"du-review","Shell","17"
"fumiyas","Shell","157"
"orefalo","Shell","105"
"interwebcoding","Shell","16"
"jared0x90","Shell","19"
"smgoller","Shell","53"
"yyuu","Shell","158"
"titanous","Shell","33"
"avoronkin","Shell","18"
"abhinavc","Shell","183"
"cordarei","Shell","65"
"pct","Shell","18"
"travisghansen","Shell","25"
"stewart","Shell","54"
"rh1","Shell","475"
"mgalgs","Shell","28"
"DSKarramba","Shell","12"
"johannesbe","Shell","86"
"hovr2pi","Shell","53"
"mmonaco","Shell","41"
"robru","Shell","37"
"JustArchi","Shell","949"
"mgbotoe","Shell","12"
"YoEight","Shell","19"
"pietrushnic","Shell","21"
"pullis","Shell","19"
"Blub","Shell","841"
"aurora","Shell","21"
"joeytwiddle","Shell","14"
"md-5","Shell","481"
"s0undt3ch","Shell","873"
"vixus0","Shell","30"
"spiralofhope","Shell","20"
"benwbrum","Shell","31"
"nschloe","Shell","44"
"petterreinholdtsen","Shell","141"
"naggie","Shell","367"
"jakdillard","Shell","211"
"malchik-solnce","Shell","65"
"willysr","Shell","546"
"rgrinberg","Shell","66"
"nyorem","Shell","50"
"oldfartdeveloper","Shell","49"
"isohybrid","Shell","56"
"adamwong246","Shell","29"
"anschuetz","Shell","50"
"nikwen","Shell","18"
"jquagga","Shell","69"
"josemlp91","Shell","69"
"Prothon","Shell","50"
"panticz","Shell","259"
"lbdroid","Shell","46"
"NebuPookins","Shell","10"
"rorgoroth","Shell","27"
"imotov","Shell","39"
"pelya","Shell","38"
"buschjost","Shell","110"
"koenbeek","Shell","77"
"Josef-Friedrich","Shell","169"
"archey","Shell","71"
"uggedal","Shell","290"
"atvcaptain","Shell","432"
"cleonildo","Shell","38"
"petere","Shell","28"
"tobybatch","Shell","36"
"activescott","Shell","25"
"jeffheaton","Shell","73"
"cavalier38","Shell","213"
"alerque","Shell","220"
"arthurnn","Shell","69"
"mikefullerton","Shell","27"
"leoj3n","Shell","44"
"fabricetheytaz","Shell","24"
"Nobody28","Shell","258"
"icalvete","Shell","15"
"Alexpux","Shell","101"
"sgtpep","Shell","1111"
"pscl4rke","Shell","57"
"jupbarrera","Shell","13"
"spicyjack","Shell","286"
"b4zz4","Shell","394"
"mjames-upc","Shell","20"
"intervigilium","Shell","152"
"DanielAudino","Shell","17"
"mztaylor","Shell","63"
"anthonygelibert","Shell","20"
"kflores772","Shell","25"
"coke","Shell","374"
"mgeraci","Shell","17"
"elessard1","Shell","10"
"ericboehs","Shell","180"
"mindfk","Shell","49"
"uksysadmin","Shell","73"
"Tofee","Shell","53"
"Zipsnet","Shell","183"
"fjuma","Shell","226"
"rethab","Shell","22"
"dericed","Shell","145"
"Lloir","Shell","108"
"Nyr","Shell","15"
"lukezhg","Shell","31"
"Cl3Kener","Shell","43"
"suggitpe","Shell","13"
"rrnewton","Shell","78"
"stnava","Shell","93"
"wildeyes","Shell","11"
"rwcarlsen","Shell","41"
"randyp","Shell","59"
"proller","Shell","42"
"kevinkraft","Shell","43"
"omega8cc","Shell","739"
"dwaynebailey","Shell","256"
"hayloo","Shell","40"
"Azer-","Shell","276"
"viric","Shell","302"
"lucasponce","Shell","15"
"oshmoun","Shell","29"
"baruica","Shell","32"
"ckorn","Shell","671"
"maggick","Shell","28"
"aliou","Shell","65"
"huangyingw","Shell","300"
"xaocon","Shell","19"
"gdbtek","Shell","60"
"phette23","Shell","50"
"kevinlangleyjr","Shell","30"
"the-kenny","Shell","106"
"wdastru","Shell","23"
"camthompson","Shell","24"
"xeno-by","Shell","257"
"rys","Shell","108"
"Youhana-Hana","Shell","16"
"marsol0x","Shell","68"
"maxamillion","Shell","189"
"florianbuerger","Shell","49"
"nyaa","Shell","35"
"danirus","Shell","30"
"Earnestly","Shell","167"
"leafbird","Shell","15"
"smof","Shell","159"
"cfoellmann","Shell","16"
"peetw","Shell","127"
"tcmug","Shell","20"
"surabhig","Shell","23"
"leamas","Shell","224"
"caiguanhao","Shell","168"
"mk01","Shell","529"
"Flinny","Shell","43"
"realguess","Shell","21527"
"mschae","Shell","39"
"mogsie","Shell","63"
"jens-na","Shell","151"
"DevShaft","Shell","67"
"zefhemel","Shell","58"
"huitseeker","Shell","127"
"vladimir-ipatov","Shell","40"
"faceleg","Shell","187"
"pthrasher","Shell","165"
"bdrewery","Shell","993"
"cyril-bouthors","Shell","97"
"qgong","Shell","15"
"darkoperator","Shell","28"
"uu","Shell","148"
"ehsan","Shell","9371"
"szevzol","Shell","46"
"urmuzov","Shell","17"
"SimonEbner","Shell","67"
"lucabe72","Shell","30"
"geekarist","Shell","17"
"syphar","Shell","113"
"Xenopathic","Shell","220"
"stratust","Shell","28"
"faja","Shell","53"
"Koenkk","Shell","482"
"john5223","Shell","39"
"jmatth","Shell","309"
"jeberle","Shell","44"
"JackDanger","Shell","44"
"fernandocastor","Shell","17"
"dorimanx","Shell","508"
"Lassulus","Shell","56"
"jfmercer","Shell","28"
"crazy-max","Shell","54"
"sachu","Shell","113"
"KdeOs","Shell","993"
"Cecca","Shell","33"
"MAFLO321","Shell","11"
"tonnytg","Shell","17"
"christophhaensgen","Shell","71"
"tazjel","Shell","234"
"fishilico","Shell","47"
"simpligility","Shell","10"
"makefu","Shell","66"
"onepremise","Shell","78"
"webos-gerrit","Shell","1053"
"Albinoman887","Shell","166"
"gioele","Shell","20"
"petchema","Shell","462"
"jacobdeichert","Shell","76"
"sikado","Shell","25"
"knshaum","Shell","21"
"devin-c","Shell","44"
"lfsmoura","Shell","15"
"iamer","Shell","89"
"anselmolsm","Shell","50"
"dnes86","Shell","172"
"Hai-Lin","Shell","27"
"ssaunier","Shell","32"
"georgeredinger","Shell","27"
"rupakg","Shell","11"
"gmacdougall","Shell","15"
"MrJuliuss","Shell","11"
"h8rift","Shell","45"
"sluidfoe","Shell","23"
"jacobwagner","Shell","129"
"mrmoss","Shell","28"
"wpeterson","Shell","13"
"sjkingo","Shell","12"
"siwinski","Shell","148"
"TaichiN","Shell","336"
"Snuzzo","Shell","168"
"mayes","Shell","87"
"tdykstra","Shell","19"
"Beastie-uh","Shell","54"
"omaryahir","Shell","15"
"wfendler","Shell","15"
"NFicano","Shell","22"
"xbudex","Shell","20"
"hansfilipelo","Shell","28"
"karolherbst","Shell","188"
"bioops","Shell","49"
"BlackNoxis","Shell","387"
"johndoe75","Shell","29"
"olistudent","Shell","1386"
"arr2036","Shell","282"
"thuna-garry","Shell","62"
"alandekok","Shell","182"
"tankywoo","Shell","171"
"asfgit","Shell","51"
"cypok","Shell","67"
"chpap","Shell","31"
"juanrgar","Shell","23"
"ctrueden","Shell","58"
"double-z","Shell","25"
"yuyunko","Shell","47"
"jjk-jacky","Shell","44"
"PalmerCurling","Shell","43"
"BlockSocUNSW","Shell","301"
"r1k0","Shell","437"
"skl","Shell","172"
"n1kolaa","Shell","56"
"cabbiepete","Shell","11"
"MarcWeber","Shell","1029"
"Talustus","Shell","49"
"ZioCrocifisso","Shell","93"
"toxicwolf","Shell","34"
"awein","Shell","75"
"giovanebribeiro","Shell","29"
"pulse00","Shell","168"
"Nepherte","Shell","41"
"Kayant","Shell","553"
"thomashigdon","Shell","27"
"npup","Shell","21"
"bmedicke","Shell","47"
"hannorein","Shell","255"
"ZDroid","Shell","210"
"Valcorb","Shell","10"
"thinkerbot","Shell","10"
"WarheadsSE","Shell","142"
"xplodwild","Shell","22"
"danguita","Shell","46"
"eligundry","Shell","42"
"Kinzcool","Shell","97"
"mhlavac","Shell","42"
"peti","Shell","1367"
"BSydz","Shell","13"
"paul-schwendenman","Shell","25"
"kvahed","Shell","38"
"colinbjohnson","Shell","40"
"LorDClockaN","Shell","433"
"Schaffernation","Shell","11"
"City-busz","Shell","75"
"petethomas","Shell","63"
"shr-project","Shell","1544"
"adambrault","Shell","36"
"JKatzwinkel","Shell","15"
"trombik","Shell","34"
"aaronjensen","Shell","59"
"jimeh","Shell","95"
"CurlyMoo","Shell","244"
"bear24rw","Shell","24"
"NapoleonWils0n","Shell","470"
"rkneufeld","Shell","28"
"blaenk","Shell","32"
"bthemad","Shell","12"
"linuxcaffe","Shell","25"
"jimmycuadra","Shell","42"
"hdgarrood","Shell","90"
"MatthewMcMillion","Shell","17"
"rossmounce","Shell","93"
"jico","Shell","12"
"hasufell","Shell","106"
"winglian","Shell","26"
"sherpya","Shell","76"
"id774","Shell","83"
"yaroot","Shell","198"
"echohead","Shell","450"
"pmyadlowsky","Shell","24"
"altnight","Shell","74"
"wfmtooopa","Shell","47"
"svnpenn","Shell","945"
"fezzy102","Shell","206"
"codyc1515","Shell","114"
"GutenYe","Shell","14"
"manojgudi","Shell","34"
"lvillani","Shell","182"
"pupaxxo","Shell","11"
"raphael-proust","Shell","62"
"akshayhegde","Shell","48"
"Ram-Z","Shell","57"
"wilmoore","Shell","96"
"abijith-kp","Shell","23"
"linux-china","Shell","179"
"weyhmueller","Shell","110"
"JakobR","Shell","82"
"heidi-ann","Shell","101"
"da1hk","Shell","73"
"paranoida","Shell","20"
"vanicat","Shell","46"
"georgd","Shell","58"
"lopsae","Shell","26"
"franco-c","Shell","506"
"androidarmv6-gerrit","Shell","413"
"PotHix","Shell","88"
"idk","Shell","583"
"MrMitch","Shell","62"
"doncorley","Shell","199"
"ypid","Shell","23"
"halaszk","Shell","166"
"dferg","Shell","125"
"markscholtz","Shell","20"
"jvirtanen","Shell","38"
"wraithan","Shell","35"
"meyerj","Shell","16"
"TechRazor","Shell","33"
"lucianm","Shell","165"
"lilix","Shell","136"
"icyrizard","Shell","54"
"jumanjiman","Shell","56"
"alexprengere","Shell","19"
"infirit","Shell","246"
"Hashcode","Shell","137"
"DDuarte","Shell","86"
"demure","Shell","87"
"burstlam","Shell","215"
"divideby0","Shell","70"
"taylorchu","Shell","250"
"Burusj","Shell","17"
"kmihelich","Shell","870"
"abemassry","Shell","99"
"tcatm","Shell","35"
"berni987654321","Shell","29"
"mitsururike","Shell","10"
"ShadowStar","Shell","81"
"Buckmarble","Shell","60"
"rhoit","Shell","89"
"applemcg","Shell","62"
"adrelanos","Shell","1508"
"lsellens","Shell","62"
"daviddripps","Shell","10"
"junovitch","Shell","69"
"agentzh","Shell","92"
"sburnett","Shell","27"
"Bruce314","Shell","73"
"mempf","Shell","22"
"EndangeredMassa","Shell","28"
"koivo","Shell","39"
"rylnd","Shell","53"
"yuchen12","Shell","112"
"daisyzhou","Shell","20"
"bageljp","Shell","33"
"andrewpthorp","Shell","17"
"ymkuo1108","Shell","26"
"cbcercas","Shell","27"
"wrwright","Shell","13"
"m-martinez","Shell","29"
"mz026","Shell","14"
"jristz","Shell","201"
"orthanner","Shell","18"
"ConradIrwin","Shell","12"
"fdewinne","Shell","41"
"helmuthdu","Shell","210"
"denisarnaud","Shell","89"
"kaihendry","Shell","128"
"andyblac","Shell","729"
"djpbx","Shell","83"
"twinaphex","Shell","167"
"kasperhirvikoski","Shell","70"
"xgarrido","Shell","214"
"Bengt","Shell","15"
"tuxofil","Shell","76"
"bjornfor","Shell","621"
"willdurand","Shell","168"
"rekado","Shell","24"
"x-ian","Shell","110"
"Speedy1985","Shell","29"
"mcdope","Shell","19"
"momodalo","Shell","12"
"tombh","Shell","35"
"numbbbbb","Shell","53"
"OldDroid","Shell","199"
"init6","Shell","292"
"Themaister","Shell","41"
"Edelweiss","Shell","284"
"johnoshea","Shell","48"
"CMTegner","Shell","16"
"stephanos","Shell","10"
"drewsymo","Shell","27"
"alonbl","Shell","37"
"lukele","Shell","99"
"anttikantee","Shell","35"
"vadali","Shell","12"
"haku","Shell","103"
"walm","Shell","12"
"david-w-millar","Shell","26"
"hickop","Shell","32"
"twe4ked","Shell","124"
"beppec56","Shell","406"
"simon-rock","Shell","13"
"fuss132","Shell","30"
"poppen","Shell","59"
"upsuper","Shell","28"
"asl","Shell","19"
"boost-jenkins","Shell","47386"
"jamesemorgan","Shell","11"
"gjulianm","Shell","76"
"Sharkking","Shell","10"
"iotku","Shell","22"
"edwardtoday","Shell","15"
"gmelia","Shell","39"
"BigDickHead","Shell","13"
"mike2718","Shell","19"
"canek-pelaez","Shell","53"
"marteinn","Shell","18"
"szirog","Shell","41"
"gturri","Shell","57"
"brownman","Shell","196"
"zaqwes8811","Shell","65"
"DebianJoe","Shell","190"
"ksomemo","Shell","58"
"yoannsculo","Shell","63"
"mnem","Shell","14"
"davidpilo","Shell","16"
"thliebig","Shell","18"
"medvid","Shell","208"
"Koronen","Shell","51"
"stefansaraev","Shell","1018"
"Ducasse","Shell","96"
"piotrdz","Shell","17"
"davidag","Shell","10"
"phySi0","Shell","23"
"mg6maciej","Shell","10"
"grdryn","Shell","25"
"zero-universe","Shell","56"
"sunilshakya","Shell","42"
"phjanderson","Shell","21"
"koriym","Shell","30"
"thomasfrivold","Shell","165"
"citrix-openstack-build","Shell","558"
"brickgao","Shell","12"
"iGio90","Shell","901"
"rtmclay","Shell","11"
"aaschwanden","Shell","30"
"bohoomil","Shell","270"
"tmtxt","Shell","26"
"tenmillion","Shell","29"
"odsod","Shell","12"
"avsm","Shell","170"
"drybjed","Shell","83"
"rogoz","Shell","155"
"tgoyne","Shell","34"
"jesseward","Shell","12"
"terlar","Shell","303"
"hsbt","Shell","37"
"nschoe","Shell","18"
"v4hn","Shell","347"
"ygpark","Shell","53"
"mikeNG","Shell","782"
"jasonc","Shell","48"
"ArturT","Shell","19"
"adfad666","Shell","183"
"billy1arm","Shell","46"
"schmonz","Shell","98"
"selflex","Shell","142"
"jasnow","Shell","52"
"sumkincpp","Shell","135"
"trozamon","Shell","39"
"trondn","Shell","145"
"IlanFrumer","Shell","12"
"kdeldycke","Shell","146"
"fakedrake","Shell","65"
"fipar","Shell","33"
"nuclearmistake","Shell","427"
"guweigang","Shell","25"
"yanghua","Shell","28"
"pwojnowski","Shell","18"
"bertfrees","Shell","58"
"xwyam","Shell","26"
"kerolasa","Shell","39"
"jlec","Shell","113"
"smmcg","Shell","26"
"jimkont","Shell","125"
"misheska","Shell","152"
"mikespook","Shell","24"
"srigi","Shell","11"
"pyos","Shell","35"
"oxnz","Shell","45"
"alkitt","Shell","22"
"kazu634","Shell","13"
"Profpatsch","Shell","40"
"cyr62110","Shell","10"
"joebologna","Shell","93"
"snapapps","Shell","402"
"morashon","Shell","126"
"portertech","Shell","56"
"guolilong2012","Shell","10"
"asayers","Shell","14"
"pointtonull","Shell","122"
"vinodpandey","Shell","164"
"xdissent","Shell","35"
"sbellware","Shell","30"
"asb","Shell","53"
"craigbarnes","Shell","243"
"11457155","Shell","60"
"cordell","Shell","39"
"J-Liu","Shell","159"
"johnbellone","Shell","10"
"ppurka","Shell","30"
"igal-getrailo","Shell","60"
"geraudlac","Shell","12"
"Squadzone","Shell","24"
"rhodee","Shell","65"
"cjsthompson","Shell","642"
"chaosagent","Shell","282"
"electrickite","Shell","25"
"jreese","Shell","203"
"slopjong","Shell","216"
"squirrelo","Shell","30"
"smarterclayton","Shell","113"
"suz-lab","Shell","50"
"jgarber623","Shell","10"
"graste","Shell","51"
"baabelfish","Shell","179"
"amilaperera","Shell","70"
"agus-xyz","Shell","141"
"mblanc","Shell","49"
"VMTrooper","Shell","59"
"thestinger","Shell","118"
"danijeljames","Shell","265"
"RommelVR","Shell","170"
"jbiggs","Shell","74"
"serdotlinecho","Shell","173"
"noccy80","Shell","20"
"nikhilsrinivasan","Shell","12"
"paulcobbaut","Shell","68"
"khanio","Shell","72"
"fabic","Shell","20"
"bahamas10","Shell","134"
"Rox-","Shell","55"
"paulczar","Shell","70"
"shun","Shell","14"
"feltrine","Shell","11"
"Phyrne","Shell","154"
"garaemon","Shell","18"
"tomasherman","Shell","45"
"mingmingsong","Shell","16"
"dylanmei","Shell","69"
"nielse63","Shell","139"
"xDarkice","Shell","89"
"franzflasch","Shell","14"
"3aHyga","Shell","10"
"skybert","Shell","162"
"PieroWbmstr","Shell","169"
"signifox","Shell","19"
"dieterdemeyer","Shell","129"
"ZoogieZork","Shell","89"
"simoncadman","Shell","109"
"antonioribeiro","Shell","314"
"zhouyaguo","Shell","31"
"paradigm","Shell","108"
"tlevine","Shell","345"
"aliceinwire","Shell","29"
"MrStaticVoid","Shell","15"
"aristidb","Shell","76"
"bcap","Shell","82"
"TooDumbForAName","Shell","367"
"chirayudesai","Shell","37"
"ck99","Shell","76"
"tuntunkun","Shell","44"
"durian","Shell","538"
"jb-alvarado","Shell","159"
"LehmRob","Shell","37"
"PipelinerArd","Shell","427"
"AlexeyKhristov","Shell","33"
"plepe","Shell","77"
"petrkle","Shell","73"
"sraue","Shell","966"
"mazgi","Shell","15"
"caseypatrickdriscoll","Shell","11"
"cillianderoiste","Shell","79"
"dkinzer","Shell","83"
"giorgiosironi","Shell","11"
"anay-joshi","Shell","31"
"cquest","Shell","144"
"Yirba","Shell","91"
"bigblindbais","Shell","20"
"rmcc","Shell","118"
"jimdigriz","Shell","55"
"vain","Shell","99"
"simonkrenger","Shell","21"
"xhochy","Shell","22"
"rothmartin","Shell","222"
"tyage","Shell","289"
"miuirussia","Shell","371"
"lvivski","Shell","84"
"vitlav","Shell","112"
"delianides","Shell","18"
"Kali-","Shell","158"
"nycbjr","Shell","187"
"up2wing","Shell","14"
"cirosantilli","Shell","194"
"vdemeester","Shell","105"
"tigris","Shell","28"
"erochest","Shell","111"
"dz0ny","Shell","49"
"lzz313","Shell","153"
"hzgraham","Shell","11"
"koral--","Shell","10"
"TheChymera","Shell","108"
"nhomble","Shell","22"
"arkanon","Shell","10"
"sikaondrej","Shell","48"
"ValidusCM","Shell","65"
"fhinson","Shell","13"
"ivan-dyachenko","Shell","23"
"fingul","Shell","20"
"MightyBear007","Shell","163"
"n1k0laj","Shell","59"
"FacundoDroz","Shell","11"
"fusiondirectory","Shell","52"
"mafintosh","Shell","205"
"pavlik","Shell","11"
"marians","Shell","303"
"elliotboney","Shell","74"
"bacongobbler","Shell","55"
"t-rex600","Shell","129"
"sunaku","Shell","320"
"otrsbot","Shell","103"
"takeiteasy","Shell","15"
"rummik","Shell","47"
"orschiro","Shell","219"
"maggu2810","Shell","53"
"safrm","Shell","164"
"scotthartbti","Shell","81"
"bittorf","Shell","1163"
"opalmer","Shell","35"
"tbck","Shell","48"
"nomeata","Shell","206"
"Lance0312","Shell","22"
"techlivezheng","Shell","65"
"amcdowell","Shell","117"
"virtan","Shell","10"
"palladius","Shell","20"
"stephenturner","Shell","780"
"samba6","Shell","11"
"philstark","Shell","124"
"mkuhnt","Shell","36"
"pjvds","Shell","218"
"iwabuchiken","Shell","11"
"antonymous","Shell","11"
"jbub","Shell","25"
"Marko-M","Shell","26"
"jpl","Shell","59"
"catatsuy","Shell","109"
"iflema","Shell","54"
"J2897","Shell","64"
"xiongyan","Shell","23"
"gapan","Shell","34"
"amitaibu","Shell","44"
"djs55","Shell","339"
"muff1nman","Shell","12"
"o-jasper","Shell","25"
"HongjianLi","Shell","141"
"CReimer","Shell","303"
"slimgerrit","Shell","765"
"mhubig","Shell","11"
"alvinhochun","Shell","10"
"jimjibone","Shell","84"
"garethstockwell","Shell","103"
"X4","Shell","73"
"oldmanpushcart","Shell","28"
"bfirsh","Shell","15"
"csarven","Shell","185"
