"actor","repository_language","pushes"
"tommo1296","C++","11"
"nomoreclowns","C++","32"
"special","C++","387"
"polygoned","C++","163"
"ysuga","C++","127"
"brejchajan","C++","47"
"Kobolog","C++","1128"
"pcexpress","C++","40"
"hwine","C++","9977"
"ratanasv","C++","76"
"rodrigoalvesvieira","C++","46"
"mm6281726","C++","58"
"AndreaOrru","C++","13"
"yylwuwei","C++","38"
"scopatz","C++","687"
"kirbyman62","C++","85"
"neo333","C++","20"
"deplicator","C++","17"
"katcipis","C++","27"
"jadamcrain","C++","420"
"tripzero","C++","294"
"rmcgibbo","C++","181"
"gerbaudo","C++","77"
"bdrewery","C++","24"
"t-brink","C++","43"
"jerrylu8888","C++","30"
"Porkchop1414","C++","18"
"escapewindow","C++","3827"
"multiwii-bot","C++","67"
"kz0817","C++","3711"
"VampireTeeth","C++","12"
"drussel","C++","819"
"dscho","C++","112"
"Experiment5X","C++","212"
"mashbridge","C++","12"
"stevenng308","C++","85"
"RLovelett","C++","211"
"mynt1011","C++","48"
"gchapa22","C++","15"
"phg1024","C++","66"
"o11c","C++","169"
"zdne","C++","277"
"BSVino","C++","130"
"AndresOsinski","C++","24"
"MorleyDev","C++","148"
"crosswalk","C++","10"
"leodemoura","C++","903"
"yangs16","C++","344"
"jlblancoc","C++","60"
"slabua","C++","61"
"j-mie","C++","44"
"cwg2","C++","19"
"j-rivero","C++","33"
"ZappoMan","C++","1538"
"sd37","C++","43"
"quaker66","C++","1043"
"programmerjake","C++","18"
"smartell","C++","69"
"LeandroLovisolo","C++","220"
"mgrijalva","C++","137"
"JCube001","C++","79"
"joshmarinacci","C++","118"
"todesschaf","C++","261"
"wosiu","C++","29"
"CaledoniaProject","C++","181"
"mikewied","C++","58"
"aways","C++","198"
"gabrielanavarro","C++","14"
"gregstuder","C++","192"
"hkothari","C++","57"
"zerebubuth","C++","107"
"jwpeterson","C++","146"
"DWFry","C++","25"
"intervigilium","C++","86"
"jarulraj","C++","40"
"ferencek","C++","36"
"cetola","C++","99"
"neubig","C++","135"
"gutworth","C++","21"
"TomCrypto","C++","114"
"mrzzzrm","C++","90"
"karenliu","C++","63"
"doscoy","C++","51"
"jamespetts","C++","633"
"pchapin","C++","172"
"amlweems","C++","112"
"thewizardplusplus","C++","72"
"demmm","C++","21"
"fabianvf","C++","19"
"jescalante","C++","12"
"zabn","C++","47"
"jasmingirl","C++","264"
"TheJosh","C++","325"
"TheTesla","C++","22"
"bynnchapu","C++","205"
"xtingray","C++","218"
"SoylentGraham","C++","61"
"bhrolenok","C++","67"
"fallenangelX","C++","158"
"jamiesnape","C++","2388"
"Andersbakken","C++","1014"
"AmosZhu","C++","14"
"athanase","C++","201"
"mellon85","C++","12"
"AngryPowman","C++","232"
"abma","C++","1220"
"last5bits","C++","24"
"mdwoolley","C++","45"
"czterybity","C++","45"
"xingnan","C++","27"
"yuasatakayuki","C++","85"
"viticm","C++","403"
"Sirquini","C++","22"
"rkoch","C++","69"
"takethathe","C++","44"
"geterns","C++","36"
"amidvidy","C++","20"
"TrentHouliston","C++","450"
"BigGuyWhoKills","C++","37"
"purplenavi","C++","35"
"rijswijk","C++","54"
"rase-","C++","85"
"drdanz","C++","219"
"jsulmont","C++","79"
"lossius","C++","90"
"bvanosten","C++","15"
"jgillis","C++","448"
"hansfilipelo","C++","93"
"vbmacher","C++","15"
"rayslava","C++","210"
"Nauchnik","C++","21"
"johnnyslt","C++","310"
"altexdim","C++","23"
"hurley25","C++","112"
"jiabailie","C++","236"
"bilke","C++","211"
"Junch","C++","75"
"jparyani","C++","207"
"vps2fast","C++","25"
"dutor","C++","44"
"tindrum","C++","71"
"iderikon","C++","244"
"JosefWeinbub","C++","77"
"eolivi","C++","112"
"kishkaru","C++","30"
"legendlee1314","C++","61"
"python27","C++","256"
"jk3064","C++","551"
"stegua","C++","57"
"mmhadwin","C++","29"
"dannoy","C++","14"
"murukeshm","C++","18"
"timurhai","C++","346"
"dapicester","C++","28"
"deqing","C++","12"
"qtproject","C++","6933"
"elshaka","C++","42"
"dehuacheng","C++","182"
"Youka","C++","55"
"chriadam","C++","332"
"limhyon","C++","28"
"piki","C++","36"
"denehs","C++","17"
"Siddharthk","C++","108"
"peoplesbeer","C++","40"
"martyngigg","C++","705"
"Tastalian","C++","35"
"yongsheng","C++","134"
"dfigueiredo","C++","47"
"gladk","C++","170"
"johne53","C++","95"
"jfalcou","C++","537"
"thunghan","C++","14"
"rockyx","C++","156"
"yurii-litvinov","C++","420"
"kelvinh","C++","137"
"treefrogframework","C++","242"
"SUPERKINGGT","C++","22"
"ElliottMcCoy","C++","15"
"joakim-hove","C++","126"
"AlejandroFerroBejerano","C++","17"
"mathetian","C++","24"
"jun9358","C++","46"
"moon6pence","C++","15"
"Sumxx","C++","255"
"iceable","C++","62"
"Xlab","C++","36"
"zjsxzy","C++","222"
"chris-gc","C++","992"
"traversaro","C++","232"
"clchiou","C++","20"
"tgmerge","C++","60"
"zchydem","C++","52"
"mortenvp","C++","540"
"tribal-tec","C++","384"
"vyrly","C++","43"
"medvedmike","C++","27"
"HongjianLi","C++","307"
"sriemer","C++","136"
"bwachter","C++","259"
"benjojo","C++","43"
"lythm","C++","276"
"phdd","C++","23"
"nschloe","C++","692"
"zheng-ji","C++","49"
"JoelSjogren","C++","114"
"alekseyl1992","C++","25"
"shenhuyong","C++","94"
"gnomesysadmins","C++","696"
"jcmurray","C++","50"
"mchacki","C++","274"
"prefetchnta","C++","18"
"kelleyrw","C++","92"
"nbelyh","C++","45"
"neiser","C++","443"
"Matthias-Fauconneau","C++","200"
"zatricion","C++","64"
"captainbrosset","C++","74"
"meyerj","C++","455"
"mackron","C++","440"
"patkaehuaea","C++","72"
"YangLi1","C++","37"
"theassman","C++","16"
"danij-deng","C++","405"
"cm-gerrit","C++","3645"
"hwilliams11","C++","10"
"yye0528","C++","30"
"lliehu","C++","30"
"suzp1984","C++","30"
"bytemaster","C++","436"
"mayankn","C++","49"
"brndnmtthws","C++","533"
"syclik","C++","548"
"doughodson","C++","175"
"TrevorDev","C++","17"
"sssstest","C++","22"
"andrewhills","C++","144"
"wangkerui","C++","18"
"androidarmv6-gerrit","C++","549"
"vbawol","C++","633"
"marnig","C++","50"
"tianyang-li","C++","31"
"J-Liu","C++","289"
"dangwalsh","C++","10"
"rmorgenstein","C++","119"
"vLKp","C++","100"
"xunzhang","C++","36"
"kvanberendonck","C++","12"
"jadeoneill","C++","58"
"LB--","C++","364"
"moongato","C++","61"
"fr1tz","C++","120"
"russleyshaw","C++","71"
"ScottMcMichael","C++","37"
"satya-arjunan","C++","355"
"scottbot95","C++","16"
"BohemianHacks","C++","571"
"BigBrother1984","C++","37"
"ireader","C++","87"
"Armada651","C++","251"
"rogerwang","C++","441"
"mzhr","C++","10"
"bluejellybean","C++","30"
"justinzane","C++","60"
"winlinvip","C++","187"
"GGist","C++","31"
"hexingb","C++","18"
"kylelutz","C++","94"
"tim36272","C++","29"
"rlrosa","C++","12"
"Fsu0413","C++","457"
"thomasjungblut","C++","26"
"shantanusharma","C++","3771"
"scarca","C++","36"
"LukeMcNemee","C++","17"
"Morpog","C++","90"
"rcaelers","C++","75"
"ekg","C++","133"
"Drayshak","C++","130"
"swoogles","C++","107"
"eranpeer","C++","92"
"unmesh-bordoloi","C++","12"
"fivef","C++","54"
"janpipek","C++","43"
"unknownbrackets","C++","1102"
"kohabi","C++","10"
"ShawnHymel","C++","41"
"justadreamer","C++","68"
"Aven02","C++","58"
"jackpoz","C++","146"
"pypt","C++","447"
"jfontan","C++","1269"
"BesnikMulici","C++","21"
"mariokonrad","C++","360"
"JasonStein","C++","10"
"DanielAshley","C++","66"
"ysheng4","C++","66"
"NanaEB","C++","11"
"benmwebb","C++","193"
"digitall","C++","148"
"EnricoMingo","C++","70"
"iclemens","C++","202"
"Cowa","C++","51"
"kasper93","C++","247"
"pharhp","C++","75"
"tmhedberg","C++","195"
"bradthomas127","C++","76"
"m0r13","C++","276"
"pkoperek","C++","50"
"bickleydb","C++","55"
"ckulka","C++","102"
"abhisheksinha89","C++","19"
"Ceylo","C++","69"
"smcsicardi","C++","26"
"emwhbr","C++","47"
"ddetone","C++","26"
"alvisstar","C++","26"
"David-Estevez","C++","90"
"jakehschwartz","C++","18"
"igorcoding","C++","32"
"Gregwar","C++","320"
"Globicodeur","C++","91"
"wenderen","C++","48"
"nsimplex","C++","10"
"sidorovis","C++","147"
"strosek","C++","87"
"gregsfortytwo","C++","269"
"Rahul-Singhal","C++","73"
"0xa","C++","37"
"Kryck","C++","78"
"omxcodec","C++","81"
"Deyuan","C++","29"
"hjmjohnson","C++","435"
"mbellier","C++","15"
"SafetyOrange","C++","63"
"oberstet","C++","54"
"jackylee0424","C++","96"
"hczhcz","C++","11"
"nuclearmistake","C++","581"
"lucasmoura","C++","33"
"tpasternak","C++","24"
"Kaylewt","C++","766"
"deets","C++","14"
"rasbt","C++","56"
"asarium","C++","94"
"deztructor","C++","598"
"shuotian","C++","30"
"gbl08ma","C++","182"
"Deadspeller","C++","124"
"irenesanznieto","C++","31"
"Subv","C++","73"
"matoilic","C++","15"
"chusopr","C++","36"
"ludimation","C++","35"
"paperManu","C++","221"
"texierp","C++","19"
"vehagn","C++","432"
"kraj","C++","18"
"ar0ne","C++","18"
"lisyarus","C++","116"
"lordhoto","C++","160"
"manliebert","C++","57"
"masamitsu-murase","C++","13"
"xjljian","C++","73"
"Gastd","C++","23"
"hcwiley","C++","30"
"storm31","C++","18"
"abe-egnor","C++","42"
"justsz","C++","16"
"kodack64","C++","12"
"Barbatos","C++","47"
"fwyzard","C++","61"
"foreverhy","C++","16"
"svalaskevicius","C++","136"
"hwdro","C++","77"
"Phildo","C++","45"
"benzap","C++","97"
"krupa32","C++","59"
"mikhaylova-daria","C++","80"
"xinglin","C++","26"
"trevorlinton","C++","145"
"michelif","C++","89"
"DionysiosB","C++","288"
"Geo-Piskas","C++","10"
"backenklee","C++","48"
"AmitThakur","C++","13"
"marksamman","C++","458"
"CS-svnmirror","C++","1106"
"norton","C++","54"
"davidchisnall","C++","101"
"gt1","C++","715"
"thiagodefreitas","C++","154"
"lgray","C++","240"
"einsteiner123","C++","57"
"pibara","C++","48"
"marsbible","C++","25"
"umi0451","C++","44"
"bibendovsky","C++","148"
"psychobob666","C++","49"
"jeremybennett","C++","272"
"HNO3","C++","31"
"tmeshkova","C++","936"
"benapetr","C++","482"
"math10","C++","103"
"rhdunn","C++","1097"
"Habbie","C++","589"
"sorbits","C++","318"
"keoo","C++","279"
"krofna","C++","349"
"Nevcairiel","C++","176"
"kou","C++","435"
"rascarlo","C++","32"
"angelmerino","C++","18"
"GerritKurento","C++","157"
"SuperV1234","C++","4400"
"jirihnidek","C++","17"
"cgangEE","C++","122"
"hguochen","C++","16"
"rezwan4029","C++","454"
"narc0tiq","C++","67"
"kentonv","C++","268"
"rinat-enikeev","C++","10"
"crumblingstatue","C++","544"
"samueljackson92","C++","421"
"glowell2","C++","199"
"growingman","C++","43"
"vlc-altair","C++","209"
"paulrishav93","C++","28"
"piotrdz","C++","91"
"rveens","C++","71"
"BatikhSouri","C++","23"
"xrandomwalk","C++","31"
"chrkl","C++","24"
"dbouianov","C++","23"
"InsomniaROM","C++","57"
"nucleosynthesis","C++","70"
"Xenoveritas","C++","34"
"Sheridan","C++","48"
"wantnon","C++","100"
"zhumeng1989","C++","169"
"binghuan","C++","38"
"orofarne","C++","38"
"Vodurden","C++","219"
"laurentes","C++","243"
"cgcostume","C++","287"
"nikolaydio","C++","19"
"richardkchapman","C++","1615"
"hrydgard","C++","3155"
"Garoe","C++","92"
"quietfanatic","C++","183"
"ImanolGo","C++","25"
"Jackarain","C++","585"
"dterei","C++","11"
"goggle1","C++","45"
"WonShaw","C++","26"
"yoavweiss","C++","2367"
"xinhuang","C++","16"
"zhang-jingwang","C++","45"
"Shedward","C++","104"
"zhujianwen","C++","37"
"jjyg","C++","100"
"ClementVidal","C++","16"
"SBKarr","C++","55"
"MarcoAndreaBuchmann","C++","293"
"uglide","C++","96"
"bcrist","C++","182"
"makortel","C++","19"
"jeppeter","C++","252"
"skyjake","C++","291"
"pbenner","C++","435"
"itroot","C++","90"
"antonleykin","C++","68"
"mythagel","C++","799"
"aumuell","C++","37"
"ultrano","C++","51"
"thomas-moulard","C++","1086"
"latentPrion","C++","31"
"boxerab","C++","62"
"keijiro","C++","39"
"yingyuho","C++","21"
"tristantarrant","C++","77"
"seanlong","C++","47"
"drbenmorgan","C++","43"
"alex-berman","C++","78"
"FonsRademakers","C++","1212"
"XhmikosR","C++","1154"
"icingaadmin","C++","652"
"dnsmichi","C++","399"
"figgefred","C++","22"
"Chaokel","C++","119"
"rNdm74","C++","124"
"Amxx","C++","52"
"ayllon","C++","34"
"falcon4ever","C++","24"
"smuzaffar","C++","67"
"wnr","C++","44"
"slimek","C++","77"
"kluetkemeyer","C++","25"
"liangpengcheng","C++","34"
"aempirei","C++","19"
"romainfrancois","C++","298"
"sunyzm","C++","36"
"woojj12","C++","28"
"vedRatn","C++","40"
"hmin","C++","85"
"Saqoosha","C++","42"
"credl","C++","274"
"evileagle","C++","10"
"jcouto","C++","42"
"fabrejc","C++","312"
"akohlmey","C++","92"
"Markk311","C++","143"
"rafi-kamal","C++","27"
"hjgode","C++","48"
"shentok","C++","204"
"karthik-chandrasekar","C++","87"
"pcloudfs","C++","13"
"josebraga","C++","306"
"eloimuns","C++","111"
"ahupowerdns","C++","182"
"ThomasAy","C++","84"
"alexeevdv","C++","325"
"pphh77","C++","195"
"asfgit","C++","1463"
"peruzzim","C++","192"
"Kagee","C++","66"
"atgeirr","C++","408"
"quartorz","C++","32"
"Bertram25","C++","687"
"lucasart","C++","414"
"percy-g2","C++","106"
"WiseBear","C++","196"
"AlexanderStreng","C++","151"
"d33tah","C++","44"
"FellowTraveler","C++","331"
"mynz","C++","29"
"Garrappachc","C++","225"
"Wardje","C++","56"
"ktf","C++","1130"
"wmzhai","C++","366"
"cfrahnow","C++","43"
"christopho","C++","818"
"buildrob","C++","22"
"Sharuru","C++","12"
"RDUniverse","C++","18"
"martyone","C++","202"
"samrogerson","C++","63"
"jorisadri","C++","10"
"pomareb","C++","61"
"runrevfraser","C++","341"
"Djagon","C++","32"
"danmar","C++","812"
"tbetcke","C++","77"
"Maledictus","C++","325"
"ppiecuch","C++","50"
"marsus","C++","28"
"c42f","C++","133"
"frederikhegger","C++","81"
"Fraser999","C++","686"
"0xd34df00d","C++","1148"
"bdjackson","C++","20"
"n-west","C++","28"
"kerautret","C++","442"
"alexey-pelykh","C++","632"
"davidgraeff","C++","202"
"vok1980","C++","87"
"mistralol","C++","46"
"uppfinnarn","C++","79"
"blackjack","C++","50"
"saby-echo","C++","25"
"DJNoXD","C++","61"
"winterland1989","C++","12"
"webos-gerrit","C++","939"
"runrevmark","C++","573"
"phimuemue","C++","162"
"KimKyoungDong","C++","41"
"Alejandro131","C++","12"
"axujen","C++","79"
"simonspa","C++","63"
"spelle","C++","26"
"SimonKagstrom","C++","346"
"cmsbuild","C++","233"
"nightwolf-chen","C++","19"
"nikodil","C++","132"
"victusfate","C++","79"
"tejus","C++","59"
"gregnietsky","C++","322"
"theod","C++","574"
"palmer-dabbelt","C++","206"
"julianstorer","C++","656"
"fedy2","C++","10"
"anod","C++","29"
"klusark","C++","179"
"thasenpusch","C++","251"
"lordblackfox","C++","82"
"slimgerrit","C++","1185"
"ianestrachan","C++","200"
"TheWhisp","C++","142"
"wmontg2","C++","41"
"waddlesplash","C++","182"
"liujiboy","C++","44"
"ilkos","C++","40"
"aefreedman","C++","63"
"alaershov","C++","21"
"DronMDF","C++","167"
"elfeck","C++","83"
"tawarisch","C++","80"
"Sannis","C++","20"
"dhacker29","C++","330"
"vschwart","C++","23"
"pankajmore","C++","86"
"tweakoz","C++","108"
"Harrix","C++","103"
"Einalem","C++","55"
"geneotech","C++","95"
"beakr","C++","30"
"OmniBot","C++","209"
"patrickfrey","C++","223"
"pel5xq","C++","11"
"Wayl","C++","47"
"jshwei","C++","10"
"danielsreichenbach","C++","92"
"sccolbert","C++","84"
"Whitehawkx","C++","34"
"cristeab","C++","23"
"hanslovsky","C++","94"
"qiubix","C++","62"
"jsshao","C++","23"
"pat-rick","C++","33"
"corristo","C++","26"
"meisl","C++","26"
"Forceflow","C++","174"
"orbitcowboy","C++","74"
"Shauren","C++","333"
"Amanieu","C++","56"
"SummerWhite","C++","37"
"staabm","C++","63"
"queimadus","C++","42"
"lespeholt","C++","105"
"ndkoval","C++","10"
"xekarfwtos","C++","48"
"isazi","C++","174"
"tynril","C++","23"
"SirAnthony","C++","57"
"dkoole","C++","11"
"bruinfish","C++","226"
"jmcorgan","C++","915"
"roeles","C++","206"
"sphaero","C++","49"
"tranfuga25s","C++","146"
"cornwe19","C++","77"
"pgalisz","C++","42"
"magist3r","C++","24"
"jordimas","C++","209"
"Gris87","C++","1439"
"travisdesell","C++","117"
"gratefulfrog","C++","33"
"xandercrews","C++","13"
"erikerlandson","C++","70"
"waiteb3","C++","11"
"DavidPH","C++","104"
"dpocock","C++","549"
"LorenzMeier","C++","347"
"stianwe","C++","21"
"calebjohnston","C++","41"
"0xFM","C++","33"
"naguirre","C++","54"
"Theo13","C++","115"
"vigsterkr","C++","332"
"volthouse","C++","32"
"xiw","C++","16"
"cristicbz","C++","24"
"Malekblubb","C++","264"
"ThomasVolkert","C++","117"
"thalcave","C++","59"
"tiiago11","C++","42"
"yorikvanhavre","C++","238"
"danielfalck","C++","1187"
"ThomasC44","C++","30"
"szezso","C++","31"
"csete","C++","256"
"chronic-buildbox","C++","41"
"prohor33","C++","48"
"sigint9","C++","58"
"kuzmas","C++","103"
"KieranP","C++","124"
"danielduca","C++","88"
"ev-gerrit","C++","455"
"elemonier","C++","15"
"olliencc","C++","45"
"scottellis","C++","124"
"BMc08GT","C++","166"
"cessen","C++","26"
"agarny","C++","1419"
"chadouming","C++","159"
"xiphffff","C++","111"
"linas","C++","344"
"lucianodato","C++","108"
"assassini","C++","36"
"flusile","C++","42"
"erisve","C++","33"
"schetnikovich","C++","222"
"seacy","C++","46"
"astateful","C++","235"
"ronaldrager","C++","154"
"pfs","C++","70"
"elo2","C++","57"
"jakew02","C++","47"
"awilby","C++","39"
"vanillabrys","C++","37"
"matzke1","C++","158"
"jmwohl","C++","34"
"cjfuller","C++","73"
"sansuiso","C++","66"
"mseln","C++","24"
"Kazade","C++","284"
"goeb","C++","11"
"simonsonc","C++","59"
"dzidzitop","C++","302"
"mtklein","C++","67"
"DavidWyand-GG","C++","179"
"mosra","C++","789"
"etotheipi","C++","309"
"Hashcode","C++","176"
"sergeyzavadski","C++","89"
"cruppstahl","C++","330"
"DennisOSRM","C++","366"
"lgritz","C++","1216"
"pulkomandy","C++","20"
"gamubo","C++","15"
"gamecreature","C++","104"
"HuguesBrun","C++","66"
"mholden8","C++","144"
"EmmanuelG","C++","138"
"jebreimo","C++","32"
"jumoog","C++","47"
"goddardl","C++","74"
"YannBenigot","C++","23"
"TheGang","C++","28"
"gzagaris","C++","187"
"szhang90","C++","32"
"mapseamoff","C++","43"
"co8bit","C++","25"
"mikejiang","C++","28"
"swarage","C++","81"
"wangds","C++","11"
"sum2012","C++","85"
"vertz","C++","43"
"Tryneus","C++","87"
"CodeHoarder","C++","87"
"jspricke","C++","259"
"francois-keith","C++","124"
"Robert42","C++","73"
"Dekken","C++","198"
"jcfr","C++","1261"
"Mac21","C++","42"
"julry","C++","176"
"RhysU","C++","109"
"mathematiker","C++","26"
"benyee","C++","116"
"athanatos","C++","1142"
"db4soundman","C++","68"
"matthewvon","C++","271"
"ey6es","C++","912"
"02JanDal","C++","55"
"joshcates","C++","15"
"severin-lemaignan","C++","96"
"pickle27","C++","161"
"friedmud","C++","68"
"ehayon","C++","56"
"mvukov","C++","229"
"ludamad","C++","264"
"dominichamon","C++","107"
"atnnn","C++","158"
"krazzle","C++","28"
"palesius","C++","17"
"beark","C++","147"
"talby-","C++","24"
"RAttab","C++","434"
"zgthompson","C++","18"
"trombonehero","C++","48"
"redcurry","C++","34"
"tthieman","C++","48"
"Schneewiesel","C++","16"
"austinharris","C++","11"
"NewProggie","C++","19"
"Der-Schubi","C++","77"
"jrioux","C++","54"
"isavin","C++","56"
"yzhwang","C++","43"
"stnava","C++","480"
"danielmewes","C++","223"
"aweisberg","C++","384"
"tuscland","C++","14"
"bit","C++","23"
"Shin-NiL","C++","31"
"napodan","C++","62"
"tanel","C++","59"
"mattf","C++","2055"
"dcwhite","C++","725"
"sev-","C++","195"
"pgoodman","C++","87"
"admsyn","C++","56"
"perlun","C++","149"
"qtstc","C++","16"
"gongzhitaao","C++","70"
"dannenberg","C++","90"
"djhaskin987","C++","34"
"davros-","C++","77"
"McApple14","C++","16"
"poulson","C++","491"
"Tommalla","C++","266"
"decltype","C++","25"
"svenstaro","C++","29"
"edwardt","C++","23"
"LXFB","C++","71"
"adamierymenko","C++","81"
"sudnya","C++","52"
"ambrop72","C++","216"
"drewmoseley","C++","10"
"Krozark","C++","421"
"Sy-o","C++","23"
"mperroteau","C++","23"
"gorlak","C++","724"
"Qustom","C++","17"
"dragly","C++","107"
"timothyjamesbecker","C++","14"
"dorkster","C++","675"
"birarda","C++","1390"
"jklimke","C++","11"
"ahinzmann","C++","13"
"jbandela","C++","732"
"Zarkantho","C++","76"
"steven-maasch","C++","15"
"trolldbois","C++","214"
"pb82","C++","64"
"stephenplaza","C++","33"
"kinglime","C++","21"
"alja","C++","161"
"woolstar","C++","107"
"robin-raymond","C++","311"
"mattsc","C++","246"
"purcaro","C++","281"
"cgalpin","C++","47"
"anson627","C++","52"
"OEP","C++","44"
"Yujiro3","C++","10"
"davidsiaw","C++","111"
"ekrause","C++","94"
"bwrsandman","C++","59"
"yuecjn","C++","72"
"foremire","C++","34"
"sivaramambikasaran","C++","115"
"miladh","C++","148"
"schultbr","C++","32"
"oneluiz","C++","321"
"thdDude","C++","39"
"bennettbugs","C++","87"
"rec","C++","443"
"nariakiiwatani","C++","32"
"selavy","C++","59"
"kohnakagawa","C++","205"
"flashscope","C++","30"
"easylogging","C++","661"
"abcsds","C++","22"
"Ram-Z","C++","20"
"markwvaughn","C++","27"
"rattboi","C++","51"
"yy221","C++","14"
"calebfaruki","C++","11"
"danielgrigg","C++","36"
"dongpu","C++","234"
"JIghtuse","C++","17"
"tj2013","C++","12"
"yiningh","C++","33"
"egraldlo","C++","28"
"kacex","C++","95"
"wang-bin","C++","427"
"pyrated","C++","16"
"plyusnin","C++","167"
"ryanhaining","C++","135"
"Chobbes","C++","33"
"iseki-masaya","C++","152"
"noctella","C++","38"
"vgenty","C++","74"
"robert-butts","C++","12"
