"actor","repository_language","pushes"
"frsoares","Haskell","27"
"bennofs","Haskell","261"
"SimSaladin","Haskell","48"
"MoopsLC","Haskell","40"
"cdxr","Haskell","84"
"thinkpad20","Haskell","46"
"Gabriel439","Haskell","724"
"ChrisBlom","Haskell","11"
"seinokatsuhiro","Haskell","274"
"cable729","Haskell","19"
"giogadi","Haskell","13"
"Taneb","Haskell","105"
"bartavelle","Haskell","183"
"frasertweedale","Haskell","53"
"phresnel","Haskell","99"
"alejandrogomez","Haskell","32"
"neothemachine","Haskell","60"
"co-dan","Haskell","312"
"Peaker","Haskell","640"
"albertov","Haskell","74"
"derekmcloughlin","Haskell","35"
"ion1","Haskell","95"
"trskop","Haskell","170"
"mokus0","Haskell","142"
"i-e-b","Haskell","166"
"mrordinaire","Haskell","76"
"b2coutts","Haskell","43"
"rrnewton","Haskell","1102"
"trh178","Haskell","39"
"Wilfred","Haskell","66"
"nfjinjing","Haskell","236"
"ekmett","Haskell","2723"
"danr","Haskell","530"
"divarvel","Haskell","107"
"mantkiew","Haskell","224"
"Luke-Michael-Brown","Haskell","236"
"nikivazou","Haskell","140"
"robstewart57","Haskell","19"
"jbracker","Haskell","551"
"chrisittner","Haskell","33"
"Sourceless","Haskell","13"
"halvorgb","Haskell","69"
"yairchu","Haskell","231"
"ranjitjhala","Haskell","399"
"sanjoy","Haskell","46"
"mattneary","Haskell","61"
"pi8027","Haskell","22"
"yunomu","Haskell","135"
"michelk","Haskell","90"
"joelteon","Haskell","385"
"phulin","Haskell","16"
"IreneKnapp","Haskell","81"
"apa512","Haskell","47"
"YoshikuniJujo","Haskell","1209"
"zined","Haskell","14"
"twittner","Haskell","79"
"23Skidoo","Haskell","714"
"kowey","Haskell","24"
"dserban","Haskell","27"
"blitzcode","Haskell","22"
"tachesimazzoca","Haskell","37"
"IshitaTakeshi","Haskell","21"
"tomgr","Haskell","86"
"hguenther","Haskell","362"
"vcunat","Haskell","26"
"pxqr","Haskell","512"
"jberthold","Haskell","55"
"qingl","Haskell","11"
"mbezjak","Haskell","78"
"nh2","Haskell","209"
"pchickey","Haskell","301"
"coffeemug","Haskell","128"
"amunra81","Haskell","73"
"kennycason","Haskell","99"
"NickStephens","Haskell","105"
"karky7","Haskell","18"
"jabolopes","Haskell","35"
"c00w","Haskell","154"
"jwiegley","Haskell","591"
"onemouth","Haskell","72"
"DarrenMowat","Haskell","76"
"jkoppel","Haskell","29"
"simukis","Haskell","69"
"Gabrinthei","Haskell","25"
"egisatoshi","Haskell","204"
"alpicola","Haskell","107"
"Petrolevb","Haskell","104"
"jaspervdj","Haskell","533"
"david-christiansen","Haskell","136"
"folone","Haskell","114"
"ardumont","Haskell","106"
"agocorona","Haskell","76"
"basvandijk","Haskell","112"
"ckw","Haskell","56"
"jeffbr13","Haskell","109"
"qnikst","Haskell","485"
"allenj12","Haskell","15"
"tommythorn","Haskell","45"
"quietfanatic","Haskell","86"
"UweSchmidt","Haskell","44"
"fimad","Haskell","127"
"bjornbm","Haskell","80"
"mr-","Haskell","244"
"qrilka","Haskell","17"
"yaccz","Haskell","115"
"apunktbau","Haskell","87"
"Detegr","Haskell","56"
"alevy","Haskell","58"
"ocharles","Haskell","369"
"conwaytang","Haskell","31"
"Zankoku-Okuno","Haskell","65"
"jonsterling","Haskell","110"
"RaphaelJ","Haskell","146"
"mtolly","Haskell","238"
"rohitjha","Haskell","28"
"anhpht","Haskell","16"
"VictorDenisov","Haskell","158"
"heyLu","Haskell","12"
"dagit","Haskell","113"
"danidiaz","Haskell","261"
"matklad","Haskell","110"
"ToF-","Haskell","99"
"thomasf","Haskell","240"
"jwaldmann","Haskell","157"
"noteed","Haskell","104"
"pankajmore","Haskell","46"
"CarmineM74","Haskell","66"
"justinethier","Haskell","555"
"eggcaker","Haskell","32"
"timvieira","Haskell","101"
"Crockeo","Haskell","47"
"swfrench","Haskell","45"
"sordina","Haskell","202"
"evincarofautumn","Haskell","212"
"michaelt","Haskell","103"
"gadmyth","Haskell","96"
"bradclawsie","Haskell","58"
"n3hima","Haskell","11"
"gcross","Haskell","388"
"ViniciusFM","Haskell","26"
"samstokes","Haskell","24"
"shujinarazaki","Haskell","19"
"agrafix","Haskell","28"
"Twinside","Haskell","82"
"nulvinge","Haskell","48"
"robinp","Haskell","11"
"JamesSmaldon","Haskell","14"
"lulf","Haskell","71"
"scvalex","Haskell","494"
"carlohamalainen","Haskell","53"
"WarwickMasson","Haskell","15"
"mvoidex","Haskell","164"
"A1kmm","Haskell","75"
"rhymoid","Haskell","138"
"kciesielski","Haskell","10"
"cfchou","Haskell","53"
"zakky-dev","Haskell","10"
"vecio","Haskell","11"
"noinia","Haskell","59"
"Kent-Na","Haskell","18"
"Zariel","Haskell","11"
"tcsavage","Haskell","65"
"kofno","Haskell","32"
"seri","Haskell","25"
"AustinRochford","Haskell","32"
"mwm","Haskell","17"
"joaopizani","Haskell","60"
"nominolo","Haskell","48"
"burz","Haskell","94"
"cahirwpz","Haskell","53"
"simongibbons","Haskell","61"
"meteficha","Haskell","127"
"AlexMost","Haskell","34"
"nabilhassein","Haskell","181"
"yoshii-hi","Haskell","11"
"FrankBro","Haskell","20"
"bsl","Haskell","81"
"jefflasslett","Haskell","18"
"deep-orca","Haskell","10"
"reiddraper","Haskell","22"
"AngusP","Haskell","75"
"xpika","Haskell","74"
"shushcat","Haskell","48"
"zimothy","Haskell","151"
"lucasdicioccio","Haskell","79"
"barak","Haskell","35"
"Shimuuar","Haskell","223"
"chrisreu","Haskell","35"
"ostapneko","Haskell","51"
"plaprade","Haskell","92"
"cantora","Haskell","34"
"guoguo12","Haskell","41"
"jff","Haskell","40"
"tdeekens","Haskell","24"
"ayamada","Haskell","163"
"Raveline","Haskell","74"
"jejansse","Haskell","16"
"Morabbin","Haskell","13"
"andygill","Haskell","277"
"suhailshergill","Haskell","82"
"mdlerch","Haskell","20"
"apolishch","Haskell","12"
"moljac024","Haskell","10"
"skvadrik","Haskell","42"
"jmcarthur","Haskell","129"
"echu","Haskell","15"
"ethercrow","Haskell","146"
"wavewave","Haskell","620"
"MikeHaskel","Haskell","30"
"k0001","Haskell","503"
"nushio3","Haskell","593"
"bondo","Haskell","133"
"exbb2","Haskell","159"
"mruegenberg","Haskell","44"
"brendoncrawford","Haskell","44"
"HackerFoo","Haskell","34"
"MnO2","Haskell","18"
"Noeda","Haskell","93"
"linduxed","Haskell","93"
"acw","Haskell","98"
"saiko-chriskun","Haskell","34"
"sseveran","Haskell","31"
"Keruspe","Haskell","148"
"blaenk","Haskell","174"
"MaxDaten","Haskell","74"
"Arau","Haskell","10"
"vderyagin","Haskell","24"
"na2hiro","Haskell","17"
"mekkagodzilla","Haskell","20"
"bcorrigan","Haskell","25"
"fosskers","Haskell","199"
"gregr","Haskell","56"
"dtorok","Haskell","11"
"ojw","Haskell","102"
"liyang","Haskell","144"
"joewing","Haskell","14"
"rsarwas","Haskell","64"
"evx001","Haskell","23"
"Cipherwraith","Haskell","142"
"suhorng","Haskell","47"
"dsanson","Haskell","17"
"wereHamster","Haskell","74"
"bgamari","Haskell","733"
"Smurf","Haskell","134"
"amosr","Haskell","31"
"psm14","Haskell","13"
"juhp","Haskell","78"
"Mokosha","Haskell","34"
"homam","Haskell","31"
"mcandre","Haskell","89"
"swrangsar","Haskell","50"
"navilan","Haskell","50"
"kim","Haskell","44"
"rykardo","Haskell","40"
"cscheid","Haskell","26"
"bertm","Haskell","65"
"sleepomeno","Haskell","12"
"aavogt","Haskell","31"
"eyolfson","Haskell","51"
"Dobiasd","Haskell","41"
"konn","Haskell","135"
"michaelklishin","Haskell","12"
"NicolasT","Haskell","61"
"acfoltzer","Haskell","36"
"Undeterminant","Haskell","46"
"nandor","Haskell","17"
"MrKWatkins","Haskell","29"
"yaxu","Haskell","62"
"jkozlowski","Haskell","34"
"phylake","Haskell","109"
"Xophmeister","Haskell","24"
"kuznero","Haskell","102"
"chaozhengjhu","Haskell","13"
"soapie","Haskell","103"
"pravnar","Haskell","11"
"dmjio","Haskell","62"
"StreakyCobra","Haskell","18"
"jfdm","Haskell","15"
"chrisdone","Haskell","595"
"SilasX","Haskell","17"
"codecurve","Haskell","54"
"finlay","Haskell","44"
"cpt-octofu","Haskell","59"
"zhensydow","Haskell","45"
"gerbenvv","Haskell","25"
"christiaanb","Haskell","156"
"nomeata","Haskell","86"
"nick8325","Haskell","152"
"eiji-a","Haskell","15"
"mukeshtiwari","Haskell","25"
"foobarman","Haskell","22"
"pepijnkokke","Haskell","82"
"raichoo","Haskell","130"
"chris-taylor","Haskell","27"
"tarleb","Haskell","23"
"joeschmo","Haskell","125"
"SneakingCat","Haskell","39"
"passy","Haskell","28"
"ratiopharm88","Haskell","41"
"DavidFeng","Haskell","66"
"gavri","Haskell","41"
"kvelicka","Haskell","62"
"jaor","Haskell","52"
"Szczyp","Haskell","22"
"itkovian","Haskell","21"
"yogsototh","Haskell","386"
"tim-m89","Haskell","40"
"apyrgio","Haskell","18"
"nickcharlton","Haskell","35"
"maxwellsayles","Haskell","70"
"ScaledSoftware","Haskell","16"
"CGenie","Haskell","18"
"stephendavis89","Haskell","13"
"Amadeus98","Haskell","44"
"jtdaugherty","Haskell","149"
"klao","Haskell","49"
"crdueck","Haskell","71"
"iweating","Haskell","14"
"artlugovoy","Haskell","20"
"himikof","Haskell","12"
"ixmatus","Haskell","110"
"kputnam","Haskell","100"
"feuerbach","Haskell","338"
"Blaisorblade","Haskell","53"
"travisbrown","Haskell","70"
"nc6","Haskell","98"
"peti","Haskell","209"
"Reboare","Haskell","58"
"hsyl20","Haskell","201"
"Jasonlhy","Haskell","10"
"kedebug","Haskell","55"
"talanis85","Haskell","13"
"Zarinka","Haskell","36"
"MarcosPividori","Haskell","186"
"markus1189","Haskell","47"
"knsd","Haskell","197"
"abort","Haskell","53"
"sunny256","Haskell","18"
"mgsloan","Haskell","175"
"meiersi","Haskell","76"
"ymvunjq","Haskell","16"
"versusvoid","Haskell","87"
"haren","Haskell","46"
"RudolfVonKrugstein","Haskell","43"
"nlogax","Haskell","15"
"malleusinferni","Haskell","13"
"koterpillar","Haskell","218"
"maxpow4h","Haskell","71"
"dholm","Haskell","25"
"arkeet","Haskell","19"
"vilay","Haskell","13"
"msakai","Haskell","135"
"jonifreeman","Haskell","25"
"AtticHacker","Haskell","40"
"karljs","Haskell","163"
"fmap","Haskell","128"
"hannesm","Haskell","40"
"rockwolf","Haskell","108"
"Palmik","Haskell","78"
"cutsea110","Haskell","218"
"ruudkoot","Haskell","53"
"pillserg","Haskell","10"
"garrettoreilly","Haskell","55"
"sphynx","Haskell","16"
"owainlewis","Haskell","178"
"jerng","Haskell","133"
"benhirsch24","Haskell","43"
"DivyanshuBhartiya","Haskell","11"
"iharh","Haskell","62"
"kmels","Haskell","102"
"simonmichael","Haskell","160"
"triplepointfive","Haskell","15"
"hillac","Haskell","11"
"jspahrsummers","Haskell","172"
"rnons","Haskell","119"
"ierton","Haskell","40"
"mchakravarty","Haskell","95"
"bakerjonas","Haskell","67"
"udo-stenzel","Haskell","62"
"tmcdonell","Haskell","377"
"wagdav","Haskell","14"
"hyperthunk","Haskell","227"
"Libbum","Haskell","32"
"paulrzcz","Haskell","40"
"Wollw","Haskell","237"
"mjgpy3","Haskell","141"
"pigmonkey","Haskell","79"
"sfowler","Haskell","228"
"dwdyer","Haskell","12"
"polachok","Haskell","85"
"dtell","Haskell","28"
"non3","Haskell","378"
"overminder","Haskell","41"
"Sculthorpen","Haskell","213"
"maxsnew","Haskell","138"
"joelburget","Haskell","15"
"nrnrnr","Haskell","59"
"Jaxan","Haskell","147"
"rlaemmel","Haskell","68"
"BurntSushi","Haskell","76"
"awgn","Haskell","67"
"daoo","Haskell","238"
"vehk","Haskell","78"
"Sigrlami","Haskell","55"
"gdetrez","Haskell","125"
"trev311","Haskell","37"
"ilya-klyuchnikov","Haskell","18"
"mstahl","Haskell","23"
"aforemny","Haskell","19"
"robwhitaker","Haskell","16"
"maarons","Haskell","13"
"GeorgiKhomeriki","Haskell","32"
"netpyoung","Haskell","10"
"jonkri","Haskell","137"
"deepakjois","Haskell","54"
"Tarrasch","Haskell","22"
"ajnsit","Haskell","50"
"masaedw","Haskell","32"
"csasarak","Haskell","18"
"rohshall","Haskell","18"
"ckkashyap","Haskell","57"
"slannez","Haskell","19"
"rzeszut","Haskell","25"
"asolanki","Haskell","16"
"iduhetonas","Haskell","30"
"markborkum","Haskell","24"
"josuf107","Haskell","23"
"nullobject","Haskell","210"
"kylcarte","Haskell","85"
"Mikolaj","Haskell","91"
"Jonplussed","Haskell","56"
"scottgw","Haskell","63"
"da1hk","Haskell","42"
"rCEx","Haskell","187"
"AhmedAA","Haskell","69"
"wowus","Haskell","53"
"kolmodin","Haskell","105"
"MIkioBo","Haskell","24"
"necrobious","Haskell","23"
"agnantis","Haskell","40"
"JohnLato","Haskell","161"
"panagosg7","Haskell","16"
"jpnurmi","Haskell","15"
"tetigi","Haskell","94"
"RamsesDeNorre","Haskell","37"
"pbrisbin","Haskell","77"
"gurgeh","Haskell","15"
"luzhuomi","Haskell","49"
"knsd-ci-bitset","Haskell","24"
"satvikc","Haskell","189"
"melpon","Haskell","28"
"bergey","Haskell","112"
"flux0r","Haskell","64"
"LucianoGandini","Haskell","10"
"markschultz","Haskell","22"
"ZacharyKamerling","Haskell","24"
"nurpax","Haskell","69"
"eakron","Haskell","14"
"swtw7466","Haskell","20"
"morphling","Haskell","47"
"artagnon","Haskell","50"
"emilaxelsson","Haskell","82"
"mlozanov","Haskell","90"
"patons02","Haskell","87"
"luispedro","Haskell","17"
"travitch","Haskell","224"
"tych0","Haskell","56"
"HugoDaniel","Haskell","76"
"alexanderkjeldaas","Haskell","28"
"Shekeen","Haskell","57"
"lukexi","Haskell","62"
"mmirman","Haskell","278"
"Lykathia","Haskell","37"
"XaaK","Haskell","14"
"NathanHowell","Haskell","109"
"the-real-blackh","Haskell","192"
"ChristopherTulip","Haskell","16"
"BartoszMilewski","Haskell","22"
"Mgccl","Haskell","38"
"storme-weather","Haskell","31"
"TomMD","Haskell","161"
"christopheryoung","Haskell","45"
"BigEndian","Haskell","115"
"eightyeight","Haskell","111"
"cdparks","Haskell","112"
"singpolyma","Haskell","226"
"gphil","Haskell","29"
"thomasahle","Haskell","13"
"vituscze","Haskell","52"
"owenpaulmeyer","Haskell","64"
"raposalorx","Haskell","15"
"gostrc","Haskell","83"
"knightr","Haskell","34"
"Kahaani","Haskell","26"
"m4b","Haskell","54"
"bornold","Haskell","59"
"pgj","Haskell","190"
"dymatic","Haskell","85"
"djohnsonm","Haskell","22"
"escherdragon","Haskell","29"
"fonfalleh","Haskell","16"
"patovala","Haskell","43"
"uriba","Haskell","65"
"linerlock","Haskell","70"
"FMNSSun","Haskell","30"
"emwap","Haskell","200"
"futek","Haskell","14"
"mwotton","Haskell","57"
"egonSchiele","Haskell","86"
"JasonJAyalaP","Haskell","20"
"ofan","Haskell","24"
"newmana","Haskell","15"
"leftaroundabout","Haskell","20"
"rocco66","Haskell","31"
"adityam","Haskell","15"
"doronrk","Haskell","11"
"luite","Haskell","171"
"fogus","Haskell","56"
"adferguson","Haskell","34"
"Toxaris","Haskell","61"
"dremok","Haskell","29"
"listofoptions","Haskell","32"
"mjdwitt","Haskell","18"
"Foest","Haskell","25"
"solidsnack","Haskell","77"
"chetant","Haskell","24"
"0","Haskell","16"
"tlaitinen","Haskell","64"
"sampattuzzi","Haskell","46"
"erochest","Haskell","145"
"untaken","Haskell","52"
"jtobin","Haskell","70"
"AndrewWUw","Haskell","15"
"sdiehl","Haskell","52"
"esjeon","Haskell","15"
"knrafto","Haskell","129"
"valyakuttan","Haskell","11"
"cameronbwhite","Haskell","63"
"jfcmacro","Haskell","48"
"Drup","Haskell","23"
"c9s","Haskell","143"
"markwright","Haskell","326"
"numberten","Haskell","75"
"carymrobbins","Haskell","49"
"hvr","Haskell","53"
"ahushh","Haskell","126"
"rodrigosetti","Haskell","30"
"Lozov-Petr","Haskell","49"
"TheBB","Haskell","35"
"scpmw","Haskell","49"
"ghorn","Haskell","174"
"jcpetkovich","Haskell","81"
"jeremyaburns","Haskell","38"
"afcowie","Haskell","119"
"llllllllll","Haskell","183"
"aled","Haskell","11"
"torquescrew","Haskell","31"
"bmjames","Haskell","21"
"ruudvanderweijde","Haskell","42"
"sciolizer","Haskell","40"
"amkkun","Haskell","119"
"mikeplus64","Haskell","32"
"brianshourd","Haskell","58"
"bscottm","Haskell","13"
"cordawyn","Haskell","33"
"FlashKorten","Haskell","57"
"xdanx","Haskell","16"
"dudebout","Haskell","20"
"EFulmer","Haskell","24"
"spyked","Haskell","59"
"bigs","Haskell","35"
"lordi","Haskell","53"
"PlayuhDk","Haskell","10"
"niode","Haskell","34"
"h42","Haskell","51"
"jamprad","Haskell","24"
"kdungs","Haskell","35"
"methane","Haskell","20"
"hotlib","Haskell","24"
"achudnov","Haskell","78"
"ALSchwalm","Haskell","52"
"startling","Haskell","98"
"eflister","Haskell","33"
"ahmadsalim","Haskell","42"
"prophile","Haskell","17"
"joshsz","Haskell","16"
"cgie","Haskell","40"
"s9gf4ult","Haskell","206"
"creswick","Haskell","77"
"nlim","Haskell","32"
"adamw","Haskell","20"
"rabisg","Haskell","12"
"Kinokkory","Haskell","98"
"AngelitoJ","Haskell","14"
"suzuki-shin","Haskell","82"
"soenkehahn","Haskell","59"
"thethirdman","Haskell","24"
"Mogzor","Haskell","14"
"netogallo","Haskell","30"
"peterthiemann","Haskell","28"
"dpx-infinity","Haskell","24"
"phonohawk","Haskell","44"
"chamini2","Haskell","21"
"JHawk","Haskell","30"
"womfoo","Haskell","23"
"adinapoli","Haskell","108"
"srhb","Haskell","49"
"Inaimathi","Haskell","10"
"keqh","Haskell","82"
"benweitzman","Haskell","30"
"jtdubs","Haskell","43"
"siasia","Haskell","12"
"garyb","Haskell","17"
"telser","Haskell","41"
"Laar","Haskell","198"
"sykora","Haskell","59"
"UlfS","Haskell","28"
"mloskot","Haskell","54"
"mitchellwrosen","Haskell","81"
"Yuras","Haskell","72"
"NCrashed","Haskell","42"
"klangner","Haskell","19"
"MichaelXavier","Haskell","244"
"RobotGymnast","Haskell","90"
"kfish","Haskell","11"
"dfornika","Haskell","65"
"hyone","Haskell","40"
"GongYiLiao","Haskell","30"
"freizl","Haskell","68"
"gregor-samsa","Haskell","16"
"hesselink","Haskell","59"
"danchoi","Haskell","274"
"brianbuccola","Haskell","43"
"deansher","Haskell","10"
"simi","Haskell","15"
"dmalikov","Haskell","126"
"ErikBjare","Haskell","14"
"johnpmayer","Haskell","116"
"madscoaducom","Haskell","23"
"manoskouk","Haskell","27"
"pennetti","Haskell","14"
"ioCx","Haskell","21"
"jfischoff","Haskell","56"
"perplexes","Haskell","23"
"joeyh","Haskell","53"
"3of8","Haskell","12"
"Docteur-Lalla","Haskell","47"
"ggreif","Haskell","44"
"jmazon","Haskell","14"
"clericc","Haskell","87"
"c000","Haskell","27"
"pysuxing","Haskell","10"
"MgaMPKAy","Haskell","119"
"happyherp","Haskell","29"
"TrevorSSmith1392","Haskell","31"
"waterret","Haskell","65"
"AndrasKovacs","Haskell","30"
"alistra","Haskell","30"
"osak","Haskell","11"
"csabahruska","Haskell","41"
"jeannekamikaze","Haskell","45"
"Kaljurand","Haskell","66"
"trescenzi","Haskell","99"
"michaeldever","Haskell","185"
"jtanguy","Haskell","40"
"alpheccar","Haskell","38"
"chemist","Haskell","59"
"plmday","Haskell","76"
"sebcrozet","Haskell","69"
"feynmanliang","Haskell","33"
"aaronp24","Haskell","31"
"DarkOtter","Haskell","18"
"cperl82","Haskell","35"
"johnmcdonnell","Haskell","32"
"chris-ritsen","Haskell","77"
"javaguruen","Haskell","10"
"phaul","Haskell","15"
"timjb","Haskell","56"
"gwentacle","Haskell","20"
"bblum","Haskell","29"
"jvdp","Haskell","115"
"thoferon","Haskell","44"
"rayl","Haskell","48"
"rgamez","Haskell","19"
"comatose","Haskell","23"
"DerDackel","Haskell","14"
"Ericson2314","Haskell","130"
"aparent","Haskell","43"
"daruane","Haskell","56"
"peng-peng","Haskell","58"
"sebastiaanvisser","Haskell","139"
"iyzsong","Haskell","24"
"magthe","Haskell","43"
"bendmorris","Haskell","22"
"pradd","Haskell","15"
"ShaneKilkelly","Haskell","37"
"mightybyte","Haskell","284"
"brow","Haskell","10"
"andorp","Haskell","104"
"jjinkou2","Haskell","31"
"mvv","Haskell","26"
"mahrz","Haskell","22"
"tokiwoousaka","Haskell","97"
"renodesper","Haskell","14"
"chreekat","Haskell","13"
"sw17ch","Haskell","34"
"dmbarbour","Haskell","57"
"edwkar","Haskell","10"
"jkpl","Haskell","14"
"jeantil","Haskell","70"
"adrienhaxaire","Haskell","23"
"vasylp","Haskell","14"
"scast","Haskell","27"
"DougBurke","Haskell","46"
"benbrunton","Haskell","35"
"DamonOehlman","Haskell","43"
"WraithM","Haskell","47"
"tlevine","Haskell","163"
"kalisjoshua","Haskell","23"
"tammeri","Haskell","59"
"rejuvyesh","Haskell","33"
"jameshfisher","Haskell","17"
"k00mi","Haskell","31"
"agomezl","Haskell","10"
"rfw","Haskell","38"
"z0w0","Haskell","147"
"ersran9","Haskell","23"
"ehamberg","Haskell","29"
"lapets","Haskell","49"
"MichaelBaker","Haskell","74"
"pharaun","Haskell","26"
"jxv","Haskell","22"
"ktaobo","Haskell","40"
"mhitza","Haskell","71"
"superbobry","Haskell","134"
"axiomiety","Haskell","13"
"joelwright","Haskell","17"
"richo","Haskell","28"
"Tsarpf","Haskell","20"
"DanielWaterworth","Haskell","47"
"JanBessai","Haskell","55"
"ktoso","Haskell","18"
"acowley","Haskell","192"
"ndmitchell","Haskell","196"
"tibbe","Haskell","118"
"piyush-kurur","Haskell","213"
"yxd-works","Haskell","12"
"strake","Haskell","29"
"dingziran","Haskell","24"
"kylc","Haskell","35"
"conklech","Haskell","29"
"spockz","Haskell","13"
"TikhonJelvis","Haskell","40"
"johntyree","Haskell","44"
"odsod","Haskell","22"
"Barrucadu","Haskell","70"
"S11001001","Haskell","12"
"dtchepak","Haskell","50"
"ltiao","Haskell","63"
"irpap","Haskell","11"
"PieterD","Haskell","30"
"a-shen","Haskell","63"
"bflyblue","Haskell","39"
"tulcod","Haskell","50"
"mordocai","Haskell","10"
"kvanberendonck","Haskell","42"
"leventov","Haskell","12"
"yotta","Haskell","15"
"davesque","Haskell","121"
"iemejia","Haskell","61"
"Andrew-Chernyavski","Haskell","13"
"mattfenwick","Haskell","83"
"lightquake","Haskell","39"
"FelixVanderJeugt","Haskell","13"
"spoonbadger","Haskell","42"
"grwlf","Haskell","125"
"juffel","Haskell","17"
"jaimeMF","Haskell","23"
"grsmv","Haskell","117"
"mgmillani","Haskell","23"
"EsGeh","Haskell","79"
"qpfiffer","Haskell","26"
"ababkin","Haskell","21"
"Changaco","Haskell","16"
"joeyadams","Haskell","58"
"Zenol","Haskell","81"
"kwanghoon","Haskell","79"
"veryrandomname","Haskell","14"
"deadfoxygrandpa","Haskell","37"
"pikma","Haskell","15"
"skaslev","Haskell","26"
"nhibberd","Haskell","27"
"zlqhem","Haskell","22"
"igorii","Haskell","24"
"mmizzi","Haskell","16"
"jakub-","Haskell","42"
"lwheng","Haskell","68"
"godfat","Haskell","22"
"claremacrae","Haskell","15"
