0,0,0.282730572,0,0,0,0.015135382,0.016523991,0,0,0.041958236,0,0.040890897,0,0.032344327,0.024938157,0,0,0.08274773,0
0,0,0.000794576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.282730572,0.000794576,0,0,0,0,0,0.004760168,0,0,0.027795231,0,0,0,0.023730303,0.022463486,0,0,0.007096744,0
0,0,0,0,0.001357006,0,0.011144502,0.03943525,0.012298796,0,0.004665898,0,0,0,0,0,0.013111552,0.026989438,0.006673746,0.016497936
0,0,0,0.001357006,0,0.00417479,0.005393357,0,0,0.104718188,0,0,0,0,0,0,0.044402353,0,0,0.010095458
0,0,0,0,0.00417479,0,0,0,0,0.143488199,0,0,0,0.003831868,0,0,0.007525576,0,0,0
0.015135382,0,0,0.011144502,0.005393357,0,0,0.005442783,0,0,0.0047414,0,0.007134938,0,0.00543651,0.021028084,0.009559188,0.005547225,0.024444815,0.029440179
0.016523991,0,0.004760168,0.03943525,0,0,0.005442783,0,0,0,0.003569122,0,0.002266734,0,0.004175558,0.008206931,0,0.04739874,0.014810017,0.033062299
0,0,0,0.012298796,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07212789,0,0
0,0,0,0,0.104718188,0.143488199,0,0,0,0,0,0,0,0.054070668,0,0,0.016942069,0,0,0
0.041958236,0,0.027795231,0.004665898,0,0,0.0047414,0.003569122,0,0,0,0,0.014656157,0,0,0,0,0,0.014396246,0.015890583
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014937413,0,0,0
0.040890897,0,0,0,0,0,0.007134938,0.002266734,0,0,0.014656157,0,0,0,0.007580688,0,0,0,0.071684525,0.034939872
0,0,0,0,0,0.003831868,0,0,0,0.054070668,0,0,0,0,0,0,0,0,0,0
0.032344327,0,0.023730303,0,0,0,0.00543651,0.004175558,0,0,0,0,0.007580688,0,0,0.009102776,0,0,0.002586563,0
0.024938157,0,0.022463486,0,0,0,0.021028084,0.008206931,0,0,0,0,0,0,0.009102776,0,0,0,0.044554037,0.012301204
0,0,0,0.013111552,0.044402353,0.007525576,0.009559188,0,0,0.016942069,0,0.014937413,0,0,0,0,0,0,0.004726287,0.056842609
0,0,0,0.026989438,0,0,0.005547225,0.04739874,0.07212789,0,0,0,0,0,0,0,0,0,0.003048323,0
0.08274773,0,0.007096744,0.006673746,0,0,0.024444815,0.014810017,0,0,0.014396246,0,0.071684525,0,0.002586563,0.044554037,0.004726287,0.003048323,0,0.099226644
0,0,0,0.016497936,0.010095458,0,0.029440179,0.033062299,0,0,0.015890583,0,0.034939872,0,0,0.012301204,0.056842609,0,0.099226644,0
